"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Pur- pose,Designed Spillway capacity
1,GA18MH0001,AMTHANE,1987,Amthane Nala,Mapusa,TE,25.21,450,250.9,5970,680,5810,I/S,56
2,GA18HH0002,ANJUNEM,1989,Gunuleni Nala,Mapusa Town,PG,43,185,111,44830,2530,44210,I,482
3,GA18MH0003,PANCHWADI,1989,Zuari Nala,Ponda,TE,20,230,112.8,4570,530,4474.7,I,80
4,GA18MH0004,M.I.TANK at CHAPOLI,2000,Chapoli Nallah,Canacona,TE,25.5,760,800,9980,1100,8760,I,85
5,GA18HH0005,SALULI,2000,Sanguem,Sanguem Town,TE/PG,42.7,1004,2714,234361,29640,227157,I/S,1450
