Sl    No,Project Identification Code,Name of Dam,Operated & Maintained by,Longitude of dam,Latitude of dam,Year of completion,River,Nearest city,seismic zone,Type of dam,Height above lowest foundation (m),"Length of dam
(m)",Volume content of dam (103 m3),Gross Storage capacity (103 m3),"Reservoir Area
(103 m2)","Effective
Storage capacity (103 m3)",Purpose,Designed Spillway capacity (m3/sec)
1,TR24HH0001,"Gumti Hydro Electric
Dam",,91°49'20'' E,23°25'45'' N,1975,Gumti,Agartala,V,#,30,103,"Top Width :
7.62 m U/S
slope 2:1
D/S slope
2:1",235.7,547.00 sq.km. (catchment area),209.8,H,481.38
