"Sl
No","Project
Identification Code",Name of Dam,Year of comple- tion,River,Nearest city,Type,"Height
above lowest foundat ion",Length of dam,Volume content of dam,Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Pur- pose,Designed Spillway capacity
1,AR16HH0001,RANGANADI DIVERSION,2003,Ranganadi,"Tizu, Itanagar",PG,68,344.75,412.064,21.28,1600,5.7,,9175
