Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
631,MH09LH0631,DHOTEWADA,1977,Local Nallah,Katol,TE,14.88,580,102,1724,66.63,1417,I,395
632,MH09LH0632,GALORGI,1977,Local Nallah,Akkalkot,TE,12.75,564,12,2070,,2070,I,416
633,MH09MH0633,WAKWAD,1977,Local Nallah,Shirpur,TE,28.64,315,267,2910,400,2670,I,417.1
634,MH09MH0634,KALIKARAD,1977,Chilarnalla,Shirpur,TE,22,601,317,2170,46,1911,I,424
635,MH09MH0635,WALUNJ,1977,Local Nallah,Khanapur,TE,17.86,883,268,1690,,1420,I,475
636,MH09MH0636,GONDVIHIR,1977,Local Nallah,Achalpur,TE,15.7,1320,306,2380,550,2090,I/S,480
637,MH09MH0637,BIRNAL,1977,Local Nallah,Jath,TE,18.6,403,11,2430,,2130,I,528
638,MH09LH0638,DONGARGAON,1977,Veer,Mangalwedha,TE,10.06,1362,165,1520,,1210,I,529
639,MH09MH0639,DHONDPARGAON,1977,Nandini,A'nagar,TE,18.35,720,175,2483,366,2178,I,534
640,MH09MH0640,MOZARI,1977,Local Nallah,Barshi Takali,TE,17,620,208,3260,800,2930,I,569
641,MH09MH0641,KHAMKHEDA,1977,Local Nallah,Shirpur,TE,18.71,465,321,3220,722,2870,I,579
642,MH09MH0642,RIHE,1977,Local Nallah,Mulshi,TE,21.94,285,1581,1580,310,1200,I,699
643,MH09LH0643,HANGARGI,1977,Local Nallah,Sangola,TE,12.3,975,11,1830,,1330,I,744
644,MH09LH0644,BHOSE (SOLAPUR),1977,Local Nallah,Mangalwedha,TE,11.58,925,113,2180,,1730,I,802
645,MH09LH0645,LAVANGI,1977,Local Nallah,Mangalwedha,TE,10,1025,1247,1190,,832,I,827
646,MH09LH0646,THERODI,1977,Gedmadi,Karjat,TE,11.97,1106,66,3115,1360,2492,I,899
647,MH09MH0647,CHICHONDIPATIL,1977,Kal,A'nagar,TE,15.06,590,165,2800,3085,2170,I,907
648,MH09LH0648,NERLE,1977,Local Nallah,Karnala,TE,12.15,1230,31,2240,,2100,I,911
649,MH09MH0649,PIMPRI,1977,Wan,Jamner,TE,15.88,850,112,1910,252,1470,I,992.8
650,MH09MH0650,RAMGANGA,1977,Ulup,O'bad,TE,21.01,2227,312,6136,150,5070,I,1305
651,MH09LH0651,JAKAPUR,1977,Local Nallah,Latur,TE,14.8,2257,322,10176,,,I,1305
652,MH09LH0652,WALKI,1977,Walumbe,A'nagar,TE,12.63,1290,158,3083,120,1860,I,1464
653,MH09MH0653,PARGAON GHATSHIL,1977,Kinha,Pargaon Ghatshil,TE,22.46,911.65,297,12450,3740,,I,1467
654,MH09MH0654,SIDDHNATH,1977,Local Nallah,Jath,TE,18.81,784,231,6430,,4890,I,1571
655,MH09HH0655,DHOM,1977,Krishna,Wai,TE/PG,50,2478,6335,382270,2498,331100,I/H,1778.29
656,MH09HH0656,SUKI,1977,Suki,Khiroda,TE,42,716,1430,50170,366,39860,I,2336
657,MH09MH0657,HINGANI (PANGAON),1977,Bhogawati,Barshi,TE,21.87,2193,74,45510,,31970,I,2435
658,MH09MH0658,YEDGAON,1977,Kukadi,Junnar,TE/PG,29.74,4511,1004,93430,1700,79270,I,3844
659,MH09MH0659,BORI,1977,Bori,Parola,TE,20,3365,5534,40960,8460,25020,I,4206
660,MH09HH0660,ADAN,1977,Aran,Karanja,TE/ER,30.13,755,1428,78320,10520,67250,I,4623
