"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Pur- pose,Designed Spillway capacity
61,MP08LH0061,JAGUWA,1921,Local,Katni,TE,13.26,1368,-,4810,1470,4507,I,53.41
62,MP08MH0062,JAMUNIA,1921,Local,Katangi,TE,15.4,2772,-,9209,2273,9191,I,102
63,MP08LH0063,KATANGJHARI,1922,Local,Waraseoni,TE,12.2,1530,-,3478,1358.2,3276,I,39.36
64,MP08MH0064,LOWER BONIYA,1923,Barna,Katni,TE,19.16,885,-,1610,516,980,I/F,335.62
65,MP08MH0065,DHUTIWEAR,1923,Wainganga,Lamta,TE,17.52,1500,-,14860,2588,7778,I/F,1400
66,MP08MH0066,SARATHI,1923,Local,Balaghat,TE,17.68,1995,-,17050,3290,16170,I,288.73
67,MP08LH0067,BHUTIA NALLA T.,1924,Local,Dewas,TE,10.37,900,-,1640,1520,1510,I,90
68,MP08LH0068,RATONA,1924,,,TE,10.08,1097,-,618,-,597,I,-
69,MP08MH0069,CHANDIA NALLA,1926,,,TE,23,310,-,5860,921,5770,I,225
70,MP08LH0070,NARAYANPURA,1926,,,TE,10,1143,-,1357,-,1280,I,76.46
71,MP08MH0071,BORI,1927,Local,,TE,16.67,1898,,11210,2173,9980,I/F,236
72,MP08MH0072,PARIAT (CORPORATION),1927,Local,Jabalpur,TE,22.74,1182,-,203,3420,18500,WS,934
73,MP08MH0073,BOHRIBUND,1927,Local,Katni,TE,22.25,518.8,-,36980,10582,34520,I,936.16
74,MP08MH0074,PAGARA,1927,Asan,Joura,TE/PG,27,1683,-,120530,13730,113400,Feeder,1330
75,MP08LH0075,AMADI,1927,Amadi,Katni,TE,14.8,1280,-,6040,,5621,I,197.22
76,MP08MH0076,MALA,1929,,,TE,16.76,2518,-,19960,-,16870,I,886.6
77,MP08MH0077,GODAGHAT,1930,Local,Damoh,TE,18.4,1740,-,4630,1619,4300,I,156.72
78,MP08LH0078,DEPALPUR,1931,Local,Depalpur,TE,10.05,3240,-,22460,8340,13390,I,624.3
79,MP08MH0079,RAMOVA,1931,Local,Gwalior,TE,21.33,384,-,12960,8533,12827,I,707.75
80,MP08LH0080,YASHWANT NAGAR,1933,Local,Mhow,TE,10.7,820,-,900,337.5,872,I,171
81,MP08MH0081,AODA,1934,Local,Sheopur,TE,16.7,1158,-,55700,8185,40050,I,1246
82,MP08HH0082,KAKETO,1934,Parwati,Dabra,PG,37.64,1047,-,80510,8906.9,79180,I/Feeder,1811
83,MP08MH0083,LOWER PALAKMATI,1936,Palakmati,Sultanpur,TE,15.24,990,-,13872,2130,12796,I,430
84,MP08LH0084,JAMONIA,1938,Local,Sehore,TE,14.12,2160,-,12496,3770,11327,I,216.15
85,MP08LH0085,LILGI BUND BELA,1938,Local,Satna,TE,13.7,2460,-,15150,-,14840,I,362
86,MP08MH0086,YASHVANT SAGAR (CORPORATION),1939,Gambhir,Indore,TE,18,1850,14650,15963,485.5,146.5,WS,707
87,MP08LH0087,KONAJHIR,1940,Local,Sehore,TE,11.07,1200,-,1035,1140,1005,I,26.32
88,MP08LH0088,HASHALPUR,1950,Local,Mhow,TE,10.05,1020,-,1160,539,1102,I,64.15
89,MP08MH0089,MOORUM NALLA,1950,Local,Balaghat,TE,18.1,1725,-,5900,1200,5570,I,185.05
90,MP08MH0090,CHICHBUND,1951,Local,,TE,17.37,1280,,7760,1581,6940,I,101
