Country Code,Country,State Code,State,Dam Name,Lattitude,Longitude,Resorvoir Area,Effective Storage Capacity
1,India,12,Gujarat,KHADKHAMBHALI,"23°22'11.155439999994883""","85°20'36.99240000000259""",,2783
1,India,12,Gujarat,KHILAWAD M.I.,"8°8'7.685160000002327""","-63°-32'-43.32155999999998""",860.13,2634.9
1,India,14,Himachal Pradesh,BHAKRA (BBMB),"31°22'12.000000000003581""","76°22'47.99999999998363""",168350,7190000
1,India,14,Himachal Pradesh,PONG,"31°57'22.642919999997275""","75°37'0.6268800000202646""",260000,7290000
1,India,14,Himachal Pradesh,PANDOH (BBMB),"31°42'29.395799999999213""","76°55'52.92299999997567""",1750,
1,India,14,Himachal Pradesh,BAIRA SIUL (NHPC),"32°33'12.107880000003206""","76°7'32.909880000009935""",152,1270
1,India,14,Himachal Pradesh,CHAMERA I (NHPC),"32°32'44.001599999991754""","75°56'37.20839999999953""",9500,109550
1,India,14,Himachal Pradesh,MALANA I (Bhilwara),"31°57'28.263600000005624""","77°6'34.05492000000777""",,
1,India,14,Himachal Pradesh,BASPA II (Jaypee),"31°32'25.000800000002528""","78°16'19.999199999997472""",238.1,750
1,India,14,Himachal Pradesh,CHAMERA -II (NHPC),"32°33'12.107880000003206""","76°7'32.909880000009935""",2250,1838
1,India,14,Himachal Pradesh,LARGI DIVERSION BARRAGE,"31°42'29.395799999999213""","76°55'52.92299999997567""",475,2300
1,India,14,Himachal Pradesh,NATHPA JHAKRI (SJVNL),"28°41'35.690999999993664""","74°34'16.414319999993268""",234.5,3030
1,India,14,Himachal Pradesh,DEHAR (PSEB),"31°42'29.395799999999213""","76°55'52.92299999997567""",,18560
1,India,14,Himachal Pradesh,CHAMERA III (NHPC),"32°33'12.107880000003206""","76°7'32.909880000009935""",,1780
1,India,14,Himachal Pradesh,KARCHAM (Jaypee),"31°32'25.000800000002528""","78°16'19.999199999997472""",588.4,5449.7
1,India,14,Himachal Pradesh,KOL (NTPC),"22°4'46.65036000000441""","82°8'20.90831999999068""",13020,90000
1,India,14,Himachal Pradesh,MALANA II (Bhilwara),"31°57'28.263600000005624""","77°6'34.05492000000777""",,
1,India,14,Himachal Pradesh,PARBATI II (NHPC),"29°29'57.91703999999726""","78°12'27.85248000002298""",2198,
1,India,14,Himachal Pradesh,PARBATI III (NHPC),"29°29'57.91703999999726""","78°12'27.85248000002298""",,
1,India,14,Himachal Pradesh,BAJOLI HOLI (HPSEB),"32°33'12.107880000003206""","76°7'32.909880000009935""",1994,799.5
1,India,14,Himachal Pradesh,LUHRI (SJVNL),"31°42'29.395799999999213""","76°55'52.92299999997567""",,
1,India,15,JAMMU AND KASHMIR,GUJAR NAR DAM,"34°5'1.169160000003444""","74°47'50.52515999999969""",,
1,India,15,JAMMU AND KASHMIR,SALAL (Rockfill Dam) NHPC,"32°43'35.765760000007845""","74°51'25.293239999987236""",93563.6,14780
1,India,15,JAMMU AND KASHMIR,SALAL (Concrete Dam) NHPC,"32°43'35.765760000007845""","74°51'25.293239999987236""",93563.6,14780
1,India,15,JAMMU AND KASHMIR,URI,"34°12'27.236160000008454""","74°21'10.375919999986536""",1304.4,309
1,India,15,JAMMU AND KASHMIR,BAGLIHAR,"32°54'46.29168000000789""","75°8'34.3075199999771""",8079,15000
1,India,15,JAMMU AND KASHMIR,PYNEER STORAGE SCHEME,"34°21'16.20503999998789""","73°46'6.162240000011252""",,
1,India,15,JAMMU AND KASHMIR,TUJAN,"22°12'58.06475999999947""","87°54'41.092919999980495""",,367
1,India,15,JAMMU AND KASHMIR,KARPURA,"51°30'48.91392000001247""","7°27'55.07316000000017""",,249
1,India,15,JAMMU AND KASHMIR,DUL,"33°18'41.726160000008576""","75°45'58.39020000001938""",1.05E+07,10970
1,India,15,JAMMU AND KASHMIR,SEWA II,"32°22'39.28404000001137""","75°31'18.64848000002098""",433,4410
1,India,15,JAMMU AND KASHMIR,Chutak H.E. Project,"34°33'24.846479999994813""","76°8'16.056600000002845""",135,588.3
1,India,16,Jharkhand,TILAIYA,"23°59'47.83668000000375""","85°22'8.784479999990253""",75000,
1,India,16,Jharkhand,BATARE,"24°1'48.00000000000409""","84°4'11.999999999975444""",,2974.7
1,India,16,Jharkhand,GONDA,"23°59'47.83668000000375""","85°22'8.784479999990253""",,
1,India,16,Jharkhand,JAMUNIA,"23°59'47.83668000000375""","85°22'8.784479999990253""",610,
1,India,16,Jharkhand,KONAR,"23°59'47.83668000000375""","85°22'8.784479999990253""",26491,284933.8
1,India,16,Jharkhand,BUCHAOPA,"23°22'50.56824000000432""","85°20'8.047319999985802""",20,2400
1,India,16,Jharkhand,GHAGHRA,"23°59'47.83668000000375""","85°22'8.784479999990253""",,6661
1,India,16,Jharkhand,MAITHON,"23°40'47.99999999999898""","86°59'23.999999999981583""",107160,804000
1,India,16,Jharkhand,PANCHAT HILL,"23°40'47.99999999999898""","86°59'23.999999999981583""",153380,504000
1,India,16,Jharkhand,HATIA,"22°44'58.77240000000427""","85°55'3.6371999999914806""",,31900
1,India,16,Jharkhand,SITARAM PUR,"22°48'16.439399999999864""","86°12'10.351439999986951""",63.7,8085.3
1,India,16,Jharkhand,BARANADI,"24°16'11.999999999998465""","87°15'0.0""",2110,4555
1,India,16,Jharkhand,KAIRABANI,"24°16'11.999999999998465""","87°15'0.0""",550,3260
1,India,16,Jharkhand,NALKARI,"23°37'3.0842399999986014""","85°31'13.130399999996598""",9920,
1,India,16,Jharkhand,DULAKI,"23°59'47.83668000000375""","85°22'8.784479999990253""",,1923
1,India,16,Jharkhand,GATALSUD,"23°22'50.56824000000432""","85°20'8.047319999985802""",34380,230760
1,India,16,Jharkhand,TEMARAIN,"24°1'48.00000000000409""","84°4'11.999999999975444""",340,1220
1,India,16,Jharkhand,LARWA,"23°2'38.866200000001356""","84°32'16.603800000023057""",,
1,India,16,Jharkhand,JANASAI,"22°40'35.56343999999427""","85°37'31.798920000021553""",1250,6600
1,India,16,Jharkhand,Sunder,"17°56'27.58595999999841""","82°37'54.25212000001693""",4970,
1,India,16,Jharkhand,BOUDHA,"23°59'47.83668000000375""","85°22'8.784479999990253""",480,1480
1,India,16,Jharkhand,TENUGHAT,"23°59'47.83668000000375""","85°22'8.784479999990253""",64780,999920
1,India,16,Jharkhand,DHANKAI,"24°9'50.764679999995224""","83°48'27.07524000000035""",,790
1,India,16,Jharkhand,LEFT BANKI,"24°1'48.00000000000409""","84°4'11.999999999975444""",,4749.7
1,India,16,Jharkhand,CHATANIA GHAT,"24°9'50.764679999995224""","83°48'27.07524000000035""",310,
1,India,16,Jharkhand,ANJANWA,"24°13'0.11999999999801503""","84°52'0.11999999998010935""",2100,6103
1,India,16,Jharkhand,BARHI,"24°18'20.22192000000132""","85°25'3.627119999976003""",,1580
1,India,16,Jharkhand,LOTIA,"23°59'47.83668000000375""","85°22'8.784479999990253""",1060,4640
1,India,16,Jharkhand,HIROO,"24°13'0.11999999999801503""","84°52'0.11999999998010935""",,5345
1,India,16,Jharkhand,MASARIA,"23°2'38.866200000001356""","84°32'16.603800000023057""",740,3158
1,India,16,Jharkhand,PANDARWA,"24°9'50.764679999995224""","83°48'27.07524000000035""",1070,3530.2
1,India,16,Jharkhand,CHINDA,"22°19'48.38231999999806""","84°9'33.628679999978885""",2120,8544
1,India,16,Jharkhand,BUTAN-DUBA,"24°1'48.00000000000409""","84°4'11.999999999975444""",630,3248.7
1,India,16,Jharkhand,CHIRKA,"24°9'50.764679999995224""","83°48'27.07524000000035""",1190,5680.3
1,India,16,Jharkhand,DANRO,"24°9'50.764679999995224""","83°48'27.07524000000035""",3360,14811.8
1,India,16,Jharkhand,JAIPUR,"23°2'38.866200000001356""","84°32'16.603800000023057""",280,1558
1,India,16,Jharkhand,LORGORA,"22°32'50.77103999999537""","85°48'9.13427999999044""",,230000
1,India,16,Jharkhand,MALAY,"24°1'48.00000000000409""","84°4'11.999999999975444""",3460,
1,India,16,Jharkhand,PARAS,"23°22'50.56824000000432""","85°20'8.047319999985802""",3760,16920
1,India,16,Jharkhand,MURAHIR,"22°35'14.305199999996887""","86°28'27.767999999987296""",1242.2,8890
1,India,16,Jharkhand,PALNA,"22°48'16.439399999999864""","86°12'10.351439999986951""",1559,11350
1,India,16,Jharkhand,LATRATU,"23°25'47.99999999999898""","84°40'48.000000000024556""",3410,41460
1,India,16,Jharkhand,NANDINI,"23°25'47.99999999999898""","84°40'48.000000000024556""",5580,16930
1,India,16,Jharkhand,TAPKARA,"23°2'38.866200000001356""","84°32'16.603800000023057""",1430,
1,India,16,Jharkhand,TORLOW,"22°32'50.77103999999537""","85°48'9.13427999999044""",2024.3,15320
1,India,16,Jharkhand,ANRAJ,"24°9'50.764679999995224""","83°48'27.07524000000035""",3440,26908.3
1,India,16,Jharkhand,BABHANI KHAND,"24°9'50.764679999995224""","83°48'27.07524000000035""",,2156.4
1,India,16,Jharkhand,SUDHARI NALA,"24°13'0.11999999999801503""","84°52'0.11999999998010935""",,1110
1,India,16,Jharkhand,AMANAT,"24°1'48.00000000000409""","84°4'11.999999999975444""",2100,81450
1,India,16,Jharkhand,AURANGA,"8°43'10.721999999999525""","-13°-13'-40.728000000001856""",4536,460000
1,India,16,Jharkhand,BASUKI,"23°22'50.56824000000432""","85°20'8.047319999985802""",,37000
1,India,16,Jharkhand,BHAIRWA,"22°35'29.911919999996428""","88°22'53.7322799999788""",4900,21000
1,India,16,Jharkhand,BURHI,"24°15'55.36871999999704""","86°38'52.86228000002325""",,174460
1,India,16,Jharkhand,CHANDIL,"22°48'16.439399999999864""","86°12'10.351439999986951""",174090,1148000
1,India,16,Jharkhand,DHANSINGTOLI,"23°22'50.56824000000432""","85°20'8.047319999985802""",40,
1,India,16,Jharkhand,ICHA AT KUJU,"22°32'50.77103999999537""","85°48'9.13427999999044""",119120,839000
1,India,16,Jharkhand,JHARJHARA,"22°40'35.56343999999427""","85°37'31.798920000021553""",2373,1980
1,India,16,Jharkhand,KANHAR,"24°9'50.764679999995224""","83°48'27.07524000000035""",,522000
1,India,16,Jharkhand,KANS,"23°22'50.56824000000432""","85°20'8.047319999985802""",10,21000
1,India,16,Jharkhand,KANSJORE,"23°2'38.866200000001356""","84°32'16.603800000023057""",90,3700
1,India,16,Jharkhand,KATRI,"23°2'38.866200000001356""","84°32'16.603800000023057""",,
1,India,16,Jharkhand,NAKTI (Chaibasa),"22°32'50.77103999999537""","85°48'9.13427999999044""",720.6,9204
1,India,16,Jharkhand,PANCHKHERO,"23°59'47.83668000000375""","85°22'8.784479999990253""",2760,5990
1,India,16,Jharkhand,PUNASI,"24°28'48.000000000001535""","86°42'1.0231815394945443E-11""",24180,113500
1,India,16,Jharkhand,RAMREKHA,"22°19'48.38231999999806""","84°9'33.628679999978885""",50,14000
1,India,16,Jharkhand,SALAIYA,"24°12'56.580120000005536""","86°1'43.454639999989695""",,19060
1,India,16,Jharkhand,SATPOKA,"27°9'9.573119999995185""","82°41'53.84507999998732""",50,9300
1,India,16,Jharkhand,SONUA,"22°32'50.77103999999537""","85°48'9.13427999999044""",3522,31320
1,India,16,Jharkhand,SURANGI,"23°22'50.56824000000432""","85°20'8.047319999985802""",1020,5230
1,India,16,Jharkhand,SURU,"22°32'50.77103999999537""","85°48'9.13427999999044""",2463.6,24426.4
1,India,16,Jharkhand,TAHLAY,"24°9'50.764679999995224""","83°48'27.07524000000035""",,153700
1,India,16,Jharkhand,TORAI,"22°43'33.36204000000407""","88°11'41.92151999997918""",4450,21100
1,India,16,Jharkhand,UPPER SHANKH,"23°2'38.866200000001356""","84°32'16.603800000023057""",48,
1,India,16,Jharkhand,KESHO,"24°28'11.999999999995907""","85°35'59.999999999979536""",5460,
1,India,16,Jharkhand,KRISHNA SAGAR,"24°15'55.36871999999704""","86°38'52.86228000002325""",195,
1,India,17,Karnataka,Thonnur Tank,"12°29'34.30175999999804""","76°39'51.427080000011074""",4191.75,12420
1,India,17,Karnataka,Madaga Tank (old),"13°33'12.051360000001381""","76°0'40.024440000007644""",720,1600
1,India,17,Karnataka,Kottur Tank,"14°54'18.028079999999704""","76°23'2.3495999999749984""",2661.6,4870
1,India,17,Karnataka,Boranakanive Tank,"12°5'19.861440000000385""","78°16'12.141119999997727""",13466,6181
1,India,17,Karnataka,Maidal Amanikere Tank,"13°20'29.5947599999991""","77°6'19.322279999990997""",2137.51,6970
1,India,17,Karnataka,Hesaraghatta Reservoir,"12°58'17.755319999998136""","77°35'40.425719999990406""",4955.4,114.4
1,India,17,Karnataka,Bijawara Tank,"13°20'29.5947599999991""","77°6'19.322279999990997""",1753,5040
1,India,17,Karnataka,Deepambudikere Tank,"13°1'33.2878799999969""","77°2'41.60651999998663""",2070,9687
1,India,17,Karnataka,Hanumanthapura Tank,"13°20'29.5947599999991""","77°6'19.322279999990997""",1200,3120
1,India,17,Karnataka,Kadaba Tank,"13°18'36.00000000000179""","76°56'23.999999999991815""",6790,15700
1,India,17,Karnataka,Kunigal Dodakere Tank,"13°1'33.2878799999969""","77°2'41.60651999998663""",416,13700
1,India,17,Karnataka,Nidasale  Tank,"13°1'33.2878799999969""","77°2'41.60651999998663""",1248,5306
1,India,17,Karnataka,Nittur Tank,"13°18'36.00000000000179""","76°56'23.999999999991815""",2520,5410
1,India,17,Karnataka,Ranikere Tank,"14°19'12.000000000001023""","76°39'2.0463630789890885E-11""",5827.6,14260
1,India,17,Karnataka,Vanivilasa Sagar Dam,"13°56'37.755240000001464""","76°36'57.863879999987375""",87630,802500
1,India,17,Karnataka,Madagamasur Tank,"14°27'19.773359999998092""","75°23'42.49608000000194""",1940,1472.3
1,India,17,Karnataka,Mavathur Tank,"13°20'29.5947599999991""","77°6'19.322279999990997""",3566,2047
1,India,17,Karnataka,Mavinahole Tank,"14°1'47.9999999999977""","75°55'48.000000000024556""",402,1540
1,India,17,Karnataka,Sowlanga Tank,"14°14'3.299640000000039""","75°38'49.17623999999819""",1762,8990
1,India,17,Karnataka,K.R.Sagara Dam,"12°17'44.9174400000021""","76°38'21.76980000000526""",10619,1275690
1,India,17,Karnataka,Doddaladahalli Tank,"12°32'46.479120000001046""","77°25'11.576279999991357""",742.47,3190
1,India,17,Karnataka,Tippagondana Hally,"12°58'17.755319999998136""","77°35'40.425719999990406""",6837.57,19713
1,India,17,Karnataka,Anjanapura Tank,"13°55'47.747639999997915""","75°34'5.1635999999950855""",1134,39770
1,India,17,Karnataka,Maralvadi Dam,"12°32'46.479120000001046""","77°25'11.576279999991357""",690,67350
1,India,17,Karnataka,Tumbodi Amanikere Tank,"13°31'11.999999999998465""","77°13'48.000000000014325""",867,3960
1,India,17,Karnataka,Ballasamudra Tank,"13°48'2.5579538487363607E-12""","76°17'24.00000000002251""",2000,4750
1,India,17,Karnataka,Marconahally,"13°1'33.2878799999969""","77°2'41.60651999998663""",14560,64000
1,India,17,Karnataka,Markandeya Tank,"13°8'8.680560000002373""","78°7'57.21996000001354""",1490,5010
1,India,17,Karnataka,Nelligudda Tank,"12°43'12.000000000002302""","77°17'59.99999999998977""",1560,5680
1,India,17,Karnataka,Byramangala Tank,"12°43'12.000000000002302""","77°17'59.99999999998977""",4122,22010
1,India,17,Karnataka,Kanva Dam,"12°39'10.800000000001688""","77°12'17.99999999999386""",4370,22710
1,India,17,Karnataka,Boodikere Tank,"14°1'47.9999999999977""","75°55'48.000000000024556""",329,1350
1,India,17,Karnataka,Bullapura Tank,"14°27'19.773359999998092""","75°23'42.49608000000194""",80.1,642
1,India,17,Karnataka,K.Honnamachanahalli,"13°1'33.2878799999969""","77°2'41.60651999998663""",1111,4750
1,India,17,Karnataka,Yerakasandra Tank,"13°20'29.5947599999991""","77°6'19.322279999990997""",971,5300
1,India,17,Karnataka,Tungabhadra Dam,"15°16'7.875119999999356""","76°23'27.32676000002357""",349230,3157497
1,India,17,Karnataka,Neerasagara Dam,"15°21'7.586280000000443""","75°8'44.27303999999708""",4387,26170
1,India,17,Karnataka,Areshankar,"18°47'51.755640000003496""","80°48'46.30896000000007""",2250,7218.7
1,India,17,Karnataka,Chickkahole,"11°55'34.129559999998804""","76°56'37.43232000000717""",1620,10534
1,India,17,Karnataka,Ramanahalli tank,"16°55'12.000000000006139""","76°13'48.000000000014325""",4620,7787
1,India,17,Karnataka,Nugu Dam,"12°5'16.799999999997084""","76°19'40.80000000001064""",14129,129850
1,India,17,Karnataka,Parashuramapura New Tank,"14°19'12.000000000001023""","76°39'2.0463630789890885E-11""",2690,4270
1,India,17,Karnataka,Kalasakoppa Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",2700,6481.2
1,India,17,Karnataka,Babaleshwara Tank,"16°55'12.000000000006139""","76°13'48.000000000014325""",7288,1362.8
1,India,17,Karnataka,Jawahar Dam,"16°23'59.999999999994884""","74°22'59.88000000001989""",400,1270
1,India,17,Karnataka,Makhanpur Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",970.6,2530
1,India,17,Karnataka,Nagathan Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",1295,2412.57
1,India,17,Karnataka,Gundwan tank at Site-2,"18°47'51.755640000003496""","80°48'46.30896000000007""",704.2,1721
1,India,17,Karnataka,Rakkaskop Dam,"15°50'59.99999999999872""","74°30'0.0""",3500,16116
1,India,17,Karnataka,Gayathri Reservoir,"13°56'37.755240000001464""","76°36'57.863879999987375""",7930,18100
1,India,17,Karnataka,Ambligola Tank,"14°16'11.999999999998465""","75°20'59.999999999979536""",4450,11700
1,India,17,Karnataka,Basavapattana,"16°10'54.1199999999975""","75°41'44.88000000001989""",458,1263.4
1,India,17,Karnataka,Dharma Reservoir,"14°58'25.26744000000292""","75°2'26.415600000011636""",6530.6,22240
1,India,17,Karnataka,Krishyal Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",704.8,1458.65
1,India,17,Karnataka,Linganamakki Dam,"13°55'47.747639999997915""","75°34'5.1635999999950855""",317280,4293940
1,India,17,Karnataka,Sulkod Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",577.1,1220
1,India,17,Karnataka,Talakalale Dam,"13°55'47.747639999997915""","75°34'5.1635999999950855""",7680,13790
1,India,17,Karnataka,Bhadra Dam,"13°55'47.747639999997915""","75°34'5.1635999999950855""",117250,1785000
1,India,17,Karnataka,Hebbahalla Dam,"12°5'16.799999999997084""","76°19'40.80000000001064""",3160,8190
1,India,17,Karnataka,Kadatana Begewadi Tank,"15°38'21.998399999997247""","74°30'29.998799999975745""",344,910
1,India,17,Karnataka,Tadavalga Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",708,1323.7
1,India,17,Karnataka,Yallur Tank,"15°50'59.99999999999872""","74°30'0.0""",82.9,430
1,India,17,Karnataka,Bellathasanahalla Tank,"12°2'56.854679999997444""","77°1'49.940400000016325""",670,4440
1,India,17,Karnataka,Hirekop Tank,"15°49'1.200000000000614""","74°52'1.2000000000159616""",429.3,1197
1,India,17,Karnataka,Hokarani Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",482.7,1108
1,India,17,Karnataka,Kamarahalli Tank,"12°17'44.9174400000021""","76°38'21.76980000000526""",2670,2540
1,India,17,Karnataka,Siddasamudra,"15°45'57.00779999999881""","75°6'59.72939999999426""",1045,1880
1,India,17,Karnataka,Hanajagi Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",700,1415.8
1,India,17,Karnataka,Jambadahalla Dam,"13°18'54.92880000000014""","75°46'31.446479999990515""",1630,6910
1,India,17,Karnataka,Kalikatte Tank,"12°17'44.9174400000021""","76°38'21.76980000000526""",2860,2720
1,India,17,Karnataka,Sangenahalli Tank,"14°31'12.317879999997814""","76°20'15.642960000013773""",3360,10300
1,India,17,Karnataka,Aigali Tank,"16°43'11.999999999995907""","75°3'36.000000000008185""",436,1192
1,India,17,Karnataka,Kuppakaddi Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",737.1,1656.5
1,India,17,Karnataka,Mangala Tank,"13°1'33.2878799999969""","77°2'41.60651999998663""",4089,13500
1,India,17,Karnataka,Yarazarvi Tank,"15°45'57.00779999999881""","75°6'59.72939999999426""",415,1164.52
1,India,17,Karnataka,Chakena Hally Tank,"12°46'58.79999999999811""","76°14'34.79999999998199""",250,3920
1,India,17,Karnataka,Gandabommanahalli Tank,"14°54'18.028079999999704""","76°23'2.3495999999749984""",1780,7315
1,India,17,Karnataka,Ghastoli Tank,"26°9'18.0176400000056""","86°1'11.317080000011401""",259,750
1,India,17,Karnataka,Kadatnal Tank,"15°49'1.200000000000614""","74°52'1.2000000000159616""",539.6,1120
1,India,17,Karnataka,Mangalore Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",331,1288
1,India,17,Karnataka,Murakumbi Tank,"15°49'1.200000000000614""","74°52'1.2000000000159616""",453.2,1456
1,India,17,Karnataka,Muthurayanakere,"13°1'33.2878799999969""","77°2'41.60651999998663""",,5872
1,India,17,Karnataka,Chittawadagi Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",2080,5204.5
1,India,17,Karnataka,Medipally Tank,"17°55'12.000000000006139""","77°31'10.999200000005658""",346.2,1517
1,India,17,Karnataka,Ambadaga Tank,"15°27'32.12496000000115""","75°0'28.108799999989742""",254,1110
1,India,17,Karnataka,Bellikindi Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",425.7,989
1,India,17,Karnataka,H.B.Halli Pickup,"15°2'23.99999999999693""","76°12'1.0231815394945443E-11""",13360,49560
1,India,17,Karnataka,Karimuddenahalli Tank,"13°23'0.8937599999978829""","74°54'28.0799999999806""",124.86,179.38
1,India,17,Karnataka,Malaprabha Dam,"15°45'57.00779999999881""","75°6'59.72939999999426""",129500,972000
1,India,17,Karnataka,Bavalgaon Tank,"17°55'12.000000000006139""","77°31'10.999200000005658""",340,1903
1,India,17,Karnataka,Chandrampalli Dam,"17°27'39.68567999999834""","77°25'9.392879999978732""",3565,31400
1,India,17,Karnataka,Hanchinal  Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",629.7,1245.9
1,India,17,Karnataka,Hattikuni Dam,"16°46'0.12000000000057298""","77°7'59.88000000001989""",1220,7930
1,India,17,Karnataka,Kachavanahalli Tank,"12°18'36.00000000000179""","76°17'24.00000000002251""",1260,5100
1,India,17,Karnataka,Bachanki Tank,"15°21'42.120000000002875""","75°5'5.640000000016698""",2030,10380
1,India,17,Karnataka,Chigalli Tank,"15°21'42.120000000002875""","75°5'5.640000000016698""",1652.7,8210
1,India,17,Karnataka,Honkon Tank,"14°48'2.5579538487363607E-12""","74°7'47.99999999998363""",230,730.83
1,India,17,Karnataka,Kabini Dam,"12°5'16.799999999997084""","76°19'40.80000000001064""",64030,453065
1,India,17,Karnataka,Majjur Tank,"15°25'56.87435999999977""","75°38'16.92131999997855""",1024,5796
1,India,17,Karnataka,Musthrahally Tank,"13°8'8.680560000002373""","78°7'57.21996000001354""",450,2220
1,India,17,Karnataka,Bharatagi Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",1073.4,2270.7
1,India,17,Karnataka,Haludyamanahalli Tank,"13°56'37.755240000001464""","76°36'57.863879999987375""",474,1140
1,India,17,Karnataka,Kanakanala Dam,"16°11'59.99999999999744""","77°22'12.000000000016371""",2520,5607
1,India,17,Karnataka,Kohalli Tank,"16°48'25.359839999995586""","75°13'56.23212000001104""",971,2144.11
1,India,17,Karnataka,Eakkundi Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",896.7,1717.3
1,India,17,Karnataka,Ramapura Tank,"15°38'21.998399999997247""","74°30'29.998799999975745""",283.5,1050
1,India,17,Karnataka,Hidkal Dam,"15°50'59.99999999999872""","74°30'0.0""",78036,1386946
1,India,17,Karnataka,Mangala Tank,"12°17'44.9174400000021""","76°38'21.76980000000526""",5310,4890
1,India,17,Karnataka,Hanamapur Tank,"16°9'33.065639999998666""","74°48'56.23164000000543""",527.6,972.54
1,India,17,Karnataka,Madaga Tank(New),"13°33'12.051360000001381""","76°0'40.024440000007644""",1315,10544
1,India,17,Karnataka,Rangasamudra Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",728.2,3702
1,India,17,Karnataka,Balakundi Tank,"16°10'54.1199999999975""","75°41'44.88000000001989""",2509,4775
1,India,17,Karnataka,Bommanahalli Pickup,"15°16'1.199999999998056""","74°37'1.2000000000159616""",15530,84851
1,India,17,Karnataka,Chikkagondanahally Tank,"12°32'46.479120000001046""","77°25'11.576279999991357""",350.22,2463
1,India,17,Karnataka,Gundwan tank at Site-1,"18°47'51.755640000003496""","80°48'46.30896000000007""",1000,1765.2
1,India,17,Karnataka,Haihole,"13°55'47.747639999997915""","75°34'5.1635999999950855""",984.18,3720
1,India,17,Karnataka,Hemavathy Dam,"12°54'0.07488000000023476""","76°23'23.50932000002331""",91619,926830
1,India,17,Karnataka,Hulikunta Tank,"15°5'20.159880000002772""","76°32'34.95444000001157""",513.5,2576
1,India,17,Karnataka,Itagi Tank,"15°38'21.998399999997247""","74°30'29.998799999975745""",204,862.12
1,India,17,Karnataka,Katral Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",1215,2262
1,India,17,Karnataka,Mukherthihal Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",570.2,1445.6
1,India,17,Karnataka,Prakruthi Tank,"14°42'59.47740000000252""","76°44'47.89608000000726""",1602.6,8690
1,India,17,Karnataka,Ronihal Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",486,1218.5
1,India,17,Karnataka,Seegehalla Tank,"13°55'47.747639999997915""","75°34'5.1635999999950855""",600,2900
1,India,17,Karnataka,Tattihalla Dam,"15°16'1.199999999998056""","74°37'1.2000000000159616""",27000,249260
1,India,17,Karnataka,Arbenchi Tank,"15°57'0.177479999999548""","75°17'50.94599999998081""",203,1270
1,India,17,Karnataka,Devaramardikere,"12°5'19.861440000000385""","78°16'12.141119999997727""",745,1270
1,India,17,Karnataka,Gundal Dam,"12°9'13.242959999997197""","77°6'40.03704000000653""",2410,23220
1,India,17,Karnataka,Kunigal Thimmanahalli,"13°20'29.5947599999991""","77°6'19.322279999990997""",720,1960
1,India,17,Karnataka,Savehakalu Dam,"13°55'47.747639999997915""","75°34'5.1635999999950855""",9400,66970
1,India,17,Karnataka,Tegampur Tank,"17°55'12.000000000006139""","77°31'10.999200000005658""",860,3636
1,India,17,Karnataka,Appenahalli Tank,"14°54'18.028079999999704""","76°23'2.3495999999749984""",390,1782
1,India,17,Karnataka,Bommanahalli Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",865,2018.84
1,India,17,Karnataka,Chikkanagaon Tank,"17°19'47.03159999999599""","76°50'3.464519999994309""",216.5,875
1,India,17,Karnataka,Ekamba Tank,"17°55'12.000000000006139""","77°31'10.999200000005658""",383.71,1654
1,India,17,Karnataka,Kuvalgi Aheri,"18°47'51.755640000003496""","80°48'46.30896000000007""",532.8,1296.6
1,India,17,Karnataka,Narihalla Dam,"15°5'20.159880000002772""","76°32'34.95444000001157""",2490,20870
1,India,17,Karnataka,Chikkalingadalli,"17°55'12.000000000006139""","77°31'10.999200000005658""",650,3570.37
1,India,17,Karnataka,Harangi Dam,"12°28'1.2000000000018929""","75°58'1.199999999995498""",19000,228560
1,India,17,Karnataka,Jigajinagi Tank,"18°47'51.755640000003496""","80°48'46.30896000000007""",1660,3766
1,India,17,Karnataka,Kanvikervinkoppa Tank,"15°50'59.99999999999872""","74°30'0.0""",207.1,420
1,India,17,Karnataka,Narayanapura Dam,"16°9'18.14544000000268""","76°31'11.710200000001123""",1345000,740000
1,India,17,Karnataka,Alalur Tank,"12°20'14.498160000000837""","76°5'55.14360000001375""",460,2070
1,India,17,Karnataka,Aralihalli Tank,"15°6'53.86031999999915""","75°42'29.019600000002583""",2450,3009
