Country Code,Country,State Code,State,Dam Name,Lattitude,Longitude,Resorvoir Area,Effective Storage Capacity
1,India,1,ANDAMAN & NICOBAR,DHANIKHARI,"11°37'24.15864000000269""","92°43'35.338079999997944""",611.524,4369.75
1,India,1,ANDAMAN & NICOBAR,KALPONG (NHPC),"13°16'0.0011999999999545707""","93°0'0.0""",1840,14241
1,India,2,Andhra Pradesh,Cumbhum,"15° 34' 30""","79° 50' 00""",23327,95650
1,India,2,Andhra Pradesh,Shanigram,"18° 12' 00""","79° 50' 00""",6673,29040
1,India,2,Andhra Pradesh,"Large Tank,Peddamallareddy","18° 10' 00""","78° 27' 57""",,
1,India,2,Andhra Pradesh,"Large Tank, Kachapur","18° 10' 00""","78° 20' 45""",1000,3502
1,India,2,Andhra Pradesh,"Large Tank, Kamareddy","18° 10' 00""","78° 20' 00""",2551,4222
1,India,2,Andhra Pradesh,"Large Tank, Jangampally","18° 11' 30""","78° 20' 30""",663,1458
1,India,2,Andhra Pradesh,"Large Tank, Adloor Yellareddy","18° 21' 30""","78° 18' 30""",2108,2984
1,India,2,Andhra Pradesh,Pakhal Lake,"17° 59' 11""","79° 59' 05""",,
1,India,2,Andhra Pradesh,"Mallareddy Cheru, Bhiknoor","18° 15' 20""","78° 02' 30""",1235,1907
1,India,2,Andhra Pradesh,Udayasamudram,"17° 05' 0""","79° 18' 40""",4840,
1,India,2,Andhra Pradesh,"Choudari Cheru, Polkampet","18° 12' 10""","78° 10' 00""",951,1564
1,India,2,Andhra Pradesh,Lakhnavaram Tank,"18° 08' 0""","80° 04' 0""",2494,47420
1,India,2,Andhra Pradesh,Dondapadu tank,"16° 04' 34""","79° 36' 54""",2640,6537
1,India,2,Andhra Pradesh,"Large Tank, Bibipet","18° 11' 30""","78° 00' 00""",2065,3406
1,India,2,Andhra Pradesh,"Pedda Cheru, Vellutla","18° 13' 20""","78° 02' 00""",1133,2261
1,India,2,Andhra Pradesh,"Large Tank, Pulkal","18° 22' 09""","77° 47' 27""",1109,2129
1,India,2,Andhra Pradesh,"Large tank, Uppalwai","18° 25' 47""","78° 19' 35""",445,915
1,India,2,Andhra Pradesh,Ramappa Lake,"18° 15' 0""","79° 56' 31""",,82477
1,India,2,Andhra Pradesh,Siddapuram Tank,"15° 51' 37""","78° 41' 28""",,
1,India,2,Andhra Pradesh,Mopad Reservoir,"15° 06' 20""","79° 31' 0""",13073,59216
1,India,2,Andhra Pradesh,Alair Reservoir,"16°58'54.5764800000012""","77°28'7.547160000013946""",,
1,India,2,Andhra Pradesh,"Large tank, Mustabad (V)","18° 16' 45""","78° 43' 00""",601,1588
1,India,2,Andhra Pradesh,"Large Tank, Raviryal","17° 13' 08""","78° 00' 22""",,
1,India,2,Andhra Pradesh,"Large Tank, Shamirpet","17° 36' 00""","78° 34' 44""",,
1,India,2,Andhra Pradesh,"Large Tank, Thoor","17° 06' 0""","77° 39 00""",3700,315
1,India,2,Andhra Pradesh,"Large tank, Vilasagar (V)","18° 28' 00""","78° 57' 30""",834,2548
1,India,2,Andhra Pradesh,"Laxmancheru, Chintapalli","17° 00' 30""","78° 47' 30""",294,
1,India,2,Andhra Pradesh,Laxmisagar project,"18° 31' 55""","78° 00' 35""",,2380
1,India,2,Andhra Pradesh,M.V. Reservoir,"15° 58' 08""","79° 11' 15""",,1040
1,India,2,Andhra Pradesh,Madakasira,"13° 55' 30""","77° 17' 20""",933,3056
1,India,2,Andhra Pradesh,"Mailacheru, Salarnagar","16° 59' 00""","77° 47' 00""",375,
1,India,2,Andhra Pradesh,"Malikacheru, Mamdavad","16° 53' 00""","77° 54' 30""",421,
1,India,2,Andhra Pradesh,"Medi cheru, Adavi srirampur(V)","18° 36' 43""","79° 46' 52""",143,1894
1,India,2,Andhra Pradesh,Melammacheru,"16° 33' 56""","78° 48' 10""",1074,
1,India,2,Andhra Pradesh,"Mulavagu Project, Nimmapally (V)","18° 31' 30""","78° 38' 00""",603,5970
1,India,2,Andhra Pradesh,"Mupparam tank, Thippannapet(V)","18° 49' 00""","78° 56' 40""",251,939
1,India,2,Andhra Pradesh,Muthyalacheruvu,"14° 05' 45""","78° 07' 15""",1172,2190
1,India,2,Andhra Pradesh,"Namaz cheru, Gambhiraopet (V)","18° 18' 30""","78° 84' 00""",420,858
1,India,2,Andhra Pradesh,Panthulu cheruvu,"14° 02' 00""","78° 12' 00""",2300,5230
1,India,2,Andhra Pradesh,"Patirajam Project, Jellella (V)","18° 16' 18""","78° 47' 58""",287.3,1518
1,India,2,Andhra Pradesh,"Pattikondavanka, Guttava","13° 28' 36""","79° 50' 23""",,346
1,India,2,Andhra Pradesh,Paya Cheruvu,"13° 26' 32""","78° 27' 00""",221.5,1557
1,India,2,Andhra Pradesh,"Peddabadava, Tulasikrishan","13° 26' 40""","79° 44' 38""",176.84,452
1,India,2,Andhra Pradesh,"Pedda Cheru, Challasamudram","17° 34' 38""","80° 15' 21""",,
1,India,2,Andhra Pradesh,"Pedda Cheru, Cherkonda","16° 40' 30""","78° 40' 00""",864,
1,India,2,Andhra Pradesh,"Pedda cheru, Chintapalli","16° 47' 32""","78° 49' 45""",,1170
1,India,2,Andhra Pradesh,"Pedda cheru, Iylapur (V)","18° 53' 00""","78° 46' 48""",300,1402
1,India,2,Andhra Pradesh,"Pedda Cheru, Inapur","17° 08' 24""","77° 47' 34""",,2922
1,India,2,Andhra Pradesh,"Pedda Cheru, Indurthy","16° 59' 30""","78° 52' 27""",3250,
1,India,2,Andhra Pradesh,"Pedda cheru, Kodad","16° 56' 05""","79° 59' 45""",3020,3569
1,India,2,Andhra Pradesh,"Pedda Cheru, Kodlapelly (V)","18° 48' 30""","78° 53' 51""",372.16,1162
1,India,2,Andhra Pradesh,"Pedda cheru, Lingapur (V)","18° 44' 45""","79° 03' 25""",250,1000
1,India,2,Andhra Pradesh,"Pedda cheru,Lokaram(V),","17° 14' 10""","80° 31' 05""",1400,1670
1,India,2,Andhra Pradesh,Pedda,"16° 52' 0""","77° 31 35""",889,756
1,India,2,Andhra Pradesh,"Pedda cheru, Medaram(M)","18° 43' 00""","79° 13' 00""",118,1281
1,India,2,Andhra Pradesh,"Pedda cheru, Potharam (V)","17° 29' 39""","80° 12' 20""",242,918
1,India,2,Andhra Pradesh,"Pedda cheru, Shivanagudem","16° 59' 30""","78° 52' 57""",1793.6,3550
1,India,2,Andhra Pradesh,"Pedda Cheru, Soan","19° 02' 17""","78° 22' 56""",800,5684
1,India,2,Andhra Pradesh,"Pedda cheru, Stambampally (V)","18° 51' 30""","79° 09' 00""",300,1742
1,India,2,Andhra Pradesh,"Pedda cheru, Swamulavari Lingotam","16° 53' 15""","78° 54' 00""",1203,
1,India,2,Andhra Pradesh,"Pedda cheru, Thangadpally","17° 13' 15""","78° 51' 30""",1629,
1,India,2,Andhra Pradesh,"Pedda cheru, Vennached","16° 58' 30""","77° 47' 00""",697,
1,India,2,Andhra Pradesh,"Pedda cheru, Yellareddy","18° 21' 30""","78° 18' 30""",,
1,India,2,Andhra Pradesh,"Peddarayanicheru, Lingal","16° 16' 17""","78° 52' 08""",,
1,India,2,Andhra Pradesh,Pedda Rayala Cheruvu,"16° 16' 17""","78° 52' 08""",621.5,1137
1,India,2,Andhra Pradesh,Pedda Tippa Samudram Tank,"13° 43' 30""","78° 10' 00""",5406,6969
1,India,2,Andhra Pradesh,"Peddayetivanka, Annupal","13° 28' 53""","79° 16' 42""",,311
1,India,2,Andhra Pradesh,Peruru tank,"13° 22' 30""","79° 36' 31""",809.72,1684
1,India,2,Andhra Pradesh,Perval Project,"16° 47' 03""","79° 01' 30""",,3174
1,India,2,Andhra Pradesh,"Polkicheru, Pangal","16° 15' 45""","78° 07' 20""",447,
1,India,2,Andhra Pradesh,"Rai Rao Cheru, Narsapur","17° 42' 30""","78° 17' 10""",913.6,
1,India,2,Andhra Pradesh,"Rallakalva, Kaliyambaka","13° 19' 18""","79° 44' 11""",,561
1,India,2,Andhra Pradesh,Rangasamudram,"16° 12' 0""","79° 03' 0""",2702,
1,India,2,Andhra Pradesh,Rasulacheru,"16° 16' 0""","78° 38' 34""",,
1,India,2,Andhra Pradesh,"Rao Cheruvu, Rajupalem","15° 9' 35""","78° 56' 31""",1820,5650
1,India,2,Andhra Pradesh,Rayalacheruvu,"15° 05' 30""","77° 15' 00""",2323,1840
1,India,2,Andhra Pradesh,Sankarayalapeta Tank,"13° 13' 56""","78° 36' 31""",2272.5,4991
1,India,2,Andhra Pradesh,Seethacheru,"13° 23' 51""","78° 49' 14""",775.48,2416
1,India,2,Andhra Pradesh,"Singaraya project, Kurella(V),","18° 09' 49""","79° 02' 51""",,2940
1,India,2,Andhra Pradesh,"Singasamudram tank, Yellareddypet (V)","18° 21' 00""","78° 35' 50""",718,8820
1,India,2,Andhra Pradesh,Sirala Project,"19° 04' 30""","77° 53' 35""",600,3389
1,India,2,Andhra Pradesh,Sreerangarayani cheruvu,"14° 47' 00""","77° 18' 00""",10712.3,30185
1,India,2,Andhra Pradesh,"Srivari Samudram, Singotam","16° 10' 0""","78° 16' 47""",1095,15
1,India,2,Andhra Pradesh,"Stambala cheru, Yakeenpur (V)","18° 46' 00""","78° 38' 00""",685,5771
1,India,2,Andhra Pradesh,Swamy Tank,"14° 59' 30""","79° 07' 30""",,1234
1,India,2,Andhra Pradesh,T.Sundupalli Tank,"14° 39' 12""","79° 09' 23""",520,1570
1,India,2,Andhra Pradesh,"Tajangi Reservoir, Tajangi(v)","17° 52' 30""","82° 29' 45""",,1360
1,India,2,Andhra Pradesh,"Teegalavagu Project, Pochampally(V)","18° 00' 10""","79° 40' 53""",320,3610
1,India,2,Andhra Pradesh,"Thalla cheru, Gambhirpur (V), Metpally (M)","18° 41' 10""","78° 44' 40""",610.2,1106
1,India,2,Andhra Pradesh,"Ura Tank, S.R. Puram","15° 00' 30""","79° 09' 00""",,1132
1,India,2,Andhra Pradesh,Veerladevi cheru,"16° 57' 40""","79° 51' 10""",,
1,India,2,Andhra Pradesh,Virupana tank,"14° 15' 00""","77° 48' 00""",,3426
1,India,2,Andhra Pradesh,Y.T.cheruvu,"15° 09' 00""","77° 35' 09""",5434.65,9381
1,India,2,Andhra Pradesh,"Zildartippa, Molachintapalli","16° 10' 30""","78° 27' 00""",392.5,
1,India,2,Andhra Pradesh,Dharmavaram tank,"14° 24' 00""","77° 44' 15""",6480,10560
1,India,2,Andhra Pradesh,Andra Reservoir,"18° 21' 0""","83° 12' 09""",4406,26400
1,India,2,Andhra Pradesh,Bahuda Reservoir,"13° 15' 21""","78° 51' 52""",,
1,India,2,Andhra Pradesh,Budhpur,"16° 27' 33""","77° 36' 05""",,
1,India,2,Andhra Pradesh,Buggavanka Project,"14° 23' 51""","78° 50' 15""",1566,12040
1,India,2,Andhra Pradesh,Chagallu Barrage,"14° 55' 10""","77° 49' 45""",,
1,India,2,Andhra Pradesh,Chelamelavagu (N.T.R. Sagar),"19° 9' 10""","79° 15' 00""",1156.9,1676
1,India,2,Andhra Pradesh,Cheyyeru Project (Annamayya ),"14° 12' 06""","79° 01' 15""",7600,44890
1,India,2,Andhra Pradesh,Gorakallu Balancing Reservoir,"15° 33' 36""","78° 24' 45""",,
1,India,2,Andhra Pradesh,Gundlavagu Project,"18° 23' 52""","80° 33' 12""",307,2354
1,India,2,Andhra Pradesh,Hiramandalam Reservoir,"18° 40' 00""","83° 57' 00""",,464969
1,India,2,Andhra Pradesh,"Indirammasagar, Anajpur","17° 25' 27""","78° 41' 30""",26,
1,India,2,Andhra Pradesh,Janjavati Reservoir,"18° 52' 00""","83° 26' 00""",9710,78530
1,India,2,Andhra Pradesh,Jurala Project (P.J.P),"16° 20' 15""","77° 42' 15""",67680,192270
1,India,2,Andhra Pradesh,Kandaleru Balancing Reservoir,"14° 20' 00""","79° 37' 00""",142320,1688000
1,India,2,Andhra Pradesh,Komarambhim Project,"19° 26' 00""","79° 14' 00""",,
1,India,2,Andhra Pradesh,"Kothacheru, Kotagandlapally","13° 50' 05""","78° 45' 00""",82.6,18.12
1,India,2,Andhra Pradesh,Koulasnala Project,"18° 18' 15""","77° 39' 0""",6647,23530
1,India,2,Andhra Pradesh,Maddigedda Reservoir,"17° 29' 07""","82° 01' 41""",2120,12270
1,India,2,Andhra Pradesh,Madduvalasa Reservoir,"18° 35' 29""","83° 37' 30""",2673,93580
1,India,2,Andhra Pradesh,Mallemadugu,"13° 41' 00""","79° 32' 00""",,
1,India,2,Andhra Pradesh,Marala,"14° 57' 33""","77° 55' 00""",22,
1,India,2,Andhra Pradesh,Mid Manair Project,"18° 23' 34""","78° 57' 43""",,
1,India,2,Andhra Pradesh,Modikuntavagu,"18° 32' 47""","80° 26' 20""",,
1,India,2,Andhra Pradesh,Musurmilli Reservoir,"17° 22' 30""","81° 46' 00""",,
1,India,2,Andhra Pradesh,"N.T.R. Reservoir, Thatiparthi(V), Madugula(M)","17° 55' 58""","82° 46' 25""",,5770
1,India,2,Andhra Pradesh,Nagarjunasagar Tail Pond,"16° 37' 30""","79° 29' 00""",,821
1,India,2,Andhra Pradesh,"Nandivagu Project, Kasulabad","17° 31' 34""","77° 54' 25""",1420,3760
1,India,2,Andhra Pradesh,Nilivai Project,"19° 03' 04""","79° 48' 38""",,
1,India,2,Andhra Pradesh,Palair Reservoir,"17° 12' 12""","79° 54' 0""",,16527
1,India,2,Andhra Pradesh,Palemvagu,"18° 20' 24""","80° 35' 23""",0.15,
1,India,2,Andhra Pradesh,Peddagedda Reservoir,"18° 28' 05""","83° 06' 65""",,
1,India,2,Andhra Pradesh,Penna Ahobilam (Dr. K.S.P.A.B.R.),"14° 47' 00""","77° 18' 00""",71440,305000
1,India,2,Andhra Pradesh,Pulichintala Project,"16° 46' 14""","81° 03' 33""",,1047666
1,India,2,Andhra Pradesh,Relampadu,"16° 21' 51""","77° 39' 16""",,
1,India,2,Andhra Pradesh,Sathnala,"19° 38' 48""","78° 39' 34""",6650,31340
1,India,2,Andhra Pradesh,Singur,"17° 45' 0""","77° 56' 0""",164380,566781
1,India,2,Andhra Pradesh,Sri Ramathirtham,"15° 37' 52""","79° 47' 54""",,
1,India,2,Andhra Pradesh,Sripada Sagar (Yellampally Project),"18° 50' 45""","79° 23' 39""",,
1,India,2,Andhra Pradesh,Suryanarayanacheru,"17° 28' 58""","78° 37' 51""",,755
1,India,2,Andhra Pradesh,Swarnamukhi Barrage,"14° 00' 25""","80° 04' 11""",,
1,India,2,Andhra Pradesh,Tatikunta,"16° 05' 28""","77° 38' 21""",,
1,India,2,Andhra Pradesh,Thotapally Barrage,"18° 47' 30""","83° 25' 24""",,
1,India,2,Andhra Pradesh,"Urakagedda Reservoir, Sankaram (V),Madugula(M)","17° 56' 15""","82° 43' 00""",,2160
1,India,2,Andhra Pradesh,Vadiyalacheru,"13° 18' 50""","78° 54' 28""",346,889
1,India,2,Andhra Pradesh,Vanaka Badigedda,"18° 53' 55""","83° 25' 08""",,
1,India,2,Andhra Pradesh,Varadharajuswami Gudi,"15° 58' 30""","78° 38' 50""",1324,10210
1,India,2,Andhra Pradesh,Veligonda Project,"16° 02' 09""","78° 52' 30""",,
1,India,2,Andhra Pradesh,Vengalaraya Sagar,"18° 38' 56""","83° 12' 09""",7690,42330
1,India,2,Andhra Pradesh,Vottivagu,"19° 17' 08""","79° 16' 08""",12240,65800
1,India,2,Andhra Pradesh,Yeleru Reservoir,"17° 18' 00""","82° 5' 30""",59360,508300
1,India,2,Andhra Pradesh,Sir Aurther Cotton Barrage(Godavari Barrage),"16° 55' 00""","81° 45' 00""",19030,60
1,India,2,Andhra Pradesh,Large tank @ Malkapur,"17° 34' 00""","78° 02' 30""",,
1,India,2,Andhra Pradesh,Osman Sagar,"17° 20' 0""","78° 25' 0""",,
1,India,2,Andhra Pradesh,Sankara samudram Balancing Reservoir,"16° 23' 02""","77° 57' 43""",,12570
1,India,2,Andhra Pradesh,Subba Reddy Sagar,"17° 19' 40""","82° 12' 20""",782.86,5928.64
1,India,2,Andhra Pradesh,Gujjuvai Reservoir,"18° 56' 20""","83° 44' 00""",,683
1,India,2,Andhra Pradesh,Yogi vemana (Maddileru) Reservoir,"14° 21' 25""","78° 08' 12""",4633,19366
1,India,2,Andhra Pradesh,Kovvadda kalva,"17° 12' 00""","81° 30' 36""",12346,11578
1,India,2,Andhra Pradesh,Veligallu,"14° 01' 50""","78° 28' 40""",,104.12
1,India,2,Andhra Pradesh,Velugodu Balancing Reservoir,"15° 48' 00""","78° 34' 30""",46300,16905
1,India,2,Andhra Pradesh,N.T.R. T.G.P-SPVB Reservoir,"14° 48' 00""","78° 53' 00""",27340,
1,India,2,Andhra Pradesh,N.T.R. T.G.P- Subsidiary Reservoir,"14° 50' 50""","78° 43' 40""",5180,
1,India,2,Andhra Pradesh,Suddavagu (Gaddenavagu),"19° 07' 50""","77° 57' 08""",14830,42652
1,India,2,Andhra Pradesh,"Mallammacheru, Pagidial","16° 53' 30""","77° 45' 00""",,
1,India,2,Andhra Pradesh,N.T.R. T.G.P- Subsidiary Reservoir,"14° 47' 25""","78° 47' 55""",5535,
1,India,2,Andhra Pradesh,"Pedda cheruvu, Peddapur","18° 37' 36""","79° 12' 20""",1497.3,3820
1,India,2,Andhra Pradesh,Large tank @ Komatoor,"18° 1' 0""","78° 18' 0""",482.4,6514
1,India,2,Andhra Pradesh,Tenneti viswanadham Pedderu Reservoir,"17° 53' 30""","82° 41' 00""",,10140
1,India,2,Andhra Pradesh,Pocharam,"18° 07' 08""","78° 11' 0""",16835,42562
1,India,2,Andhra Pradesh,"Seethai cheru, Seethaipally","18° 10' 02""","78° 12' 30""",405,1023
1,India,2,Andhra Pradesh,Royanpalli,"18° 05' 0""","78° 22' 00""",881,
1,India,2,Andhra Pradesh,Himayatsagar,"17° 20' 0""","78° 20' 0""",19700,182183
1,India,2,Andhra Pradesh,"Large Tank, Dharmaraopet","18° 23' 59""","78° 14' 06""",324,928
1,India,2,Andhra Pradesh,Palair,"17° 12' 12""","79° 54' 12""",17268,66188
1,India,2,Andhra Pradesh,"Large Tank, Bayyaram","17° 35' 16""","80° 10' 15""",7290,90240
1,India,2,Andhra Pradesh,Wyra Project,"17° 11' 45""","80° 20' 30""",,60000
1,India,2,Andhra Pradesh,Nizam Sagar,"18° 10' 0""","78° 56' 0""",146360,
1,India,2,Andhra Pradesh,Singotam,"17°23'6.158400000002189""","78°29'12.01560000000427""",,
1,India,2,Andhra Pradesh,Pendlipakala,"16° 40' 0""","78° 59' 0""",3943,14538
1,India,2,Andhra Pradesh,Thippayapalem Tank,"15° 41' 23""","79° 10' 00""",,5125
1,India,2,Andhra Pradesh,Singhabhoopalem,"17° 29' 30""","80° 36' 00""",3683.63,
1,India,2,Andhra Pradesh,"Peddacheru, Ragaboinagudem","17° 31' 19""","80° 22' 03""",3922.5,4437
1,India,2,Andhra Pradesh,Dindi Project,"16° 32' 0""","78° 44' 0""",,38505
1,India,2,Andhra Pradesh,Markapur Tank,"15° 43' 54""","79° 16' 40""",,5103
1,India,2,Andhra Pradesh,"Owk Reservoir complex (Palair, Gollaleru,Timmaraju)","15° 12' 0""","78° 07' 0""",808270,2460
1,India,2,Andhra Pradesh,Upper Manair,"18° 16' 00""","78° 33' 00""",15290,61439
1,India,2,Andhra Pradesh,Venkamma cheroo,"17° 17' 00""","81° 06' 45""",8092,1300
1,India,2,Andhra Pradesh,"Oora Cheru,Yadaram","18° 13' 30""","78° 32' 00""",694,1250
1,India,2,Andhra Pradesh,Bheemanpally,"16° 42' 0""","78° 53' 0""",1721,5685
1,India,2,Andhra Pradesh,Koilsagar,"16° 44' 0""","77° 45' 0""",1099,38214
1,India,2,Andhra Pradesh,Gambhiramgedda Reservoir,"17° 54' 11""","83° 14' 13""",799,3158
1,India,2,Andhra Pradesh,Prakasam Barrage,"16° 30' 34""","80° 37' 57""",30000,87
1,India,2,Andhra Pradesh,Arniar Project,"13° 35' 00""","79° 25' 00""",14045,49100
1,India,2,Andhra Pradesh,Kaddem Project (K.N.R.Project),"19° 7' 00""","78° 47' 00""",24740,137100
1,India,2,Andhra Pradesh,Nakkalagandi,"15° 03' 32""","79° 22' 15""",,
1,India,2,Andhra Pradesh,Rallapadu Project,"15° 02' 30""","79° 42' 30""",7067,30830
1,India,2,Andhra Pradesh,Upper Pennar,"14° 21' 00""","77° 21' 00""",7917,44605
1,India,2,Andhra Pradesh,Lower Sagileru Project,"14° 58' 00""","78° 57' 00""",2.85,
1,India,2,Andhra Pradesh,Sarala Sagar,"16° 25' 0""","77° 54' 0""",5705,
1,India,2,Andhra Pradesh,Vemular Project,"16° 50' 00""","79° 48' 15""",,8875
1,India,2,Andhra Pradesh,Kalangi Reservoir,"13° 36' 00""","79° 48' 00""",2649,6830
1,India,2,Andhra Pradesh,Pincha Project,"14°3'30.764879999997135""","78°45'6.79067999998324""",2073,9131
1,India,2,Andhra Pradesh,"Siddlagandi Project, Kotakadapalle (V)","13° 50' 00""","79° 08' 56""",247,1000
1,India,2,Andhra Pradesh,Bhairavanitippa,"14° 32' 10""","76° 50' 30""",20225,65321
1,India,2,Andhra Pradesh,Buggavagu,"16° 28' 58""","79° 31' 38""",12427,
1,India,2,Andhra Pradesh,Jalaput dam (S.H.E.S),"17° 55' 0""","80° 25' 0""",91130,
1,India,2,Andhra Pradesh,"Pedda cheru, Yelupugonda","18° 02' 00""","78° 00' 00""",553,
1,India,2,Andhra Pradesh,Krishnasamudram Tank,"16° 21' 15""","77° 59 30""",965.28,
1,India,2,Andhra Pradesh,Musi Project,"17° 14' 0""","79° 33' 0""",25300,13532
1,India,2,Andhra Pradesh,Zurreru Project,"15° 19' 0""","78° 08' 0""",1462,7056
1,India,2,Andhra Pradesh,Ramadugu,"18° 37' 0""","78° 18' 0""",6350,16265
1,India,2,Andhra Pradesh,Salivagu Project,"18° 09' 0""","79° 46' 0""",4836,15877
1,India,2,Andhra Pradesh,"Aakammacheru, Jinnaram","17° 37' 13""","78° 20' 10""",1105.8,
1,India,2,Andhra Pradesh,Jutepally Project,"17° 08' 30""","77° 30' 0""",1596,7938
1,India,2,Andhra Pradesh,Guntavada Weir (S.H.E.S),"18° 03' 00""","82° 01' 00""",,88220
1,India,2,Andhra Pradesh,Nallavagu,"18° 19' 40""","77° 44' 30""",13517,18532
1,India,2,Andhra Pradesh,Lakhnapur Project,"17° 02' 30""","78° 37' 51""",410,7943
1,India,2,Andhra Pradesh,Lankasagar,"17° 10' 0""","80° 43' 0""",,17290
1,India,2,Andhra Pradesh,Mid Pennar Stage-I,"14° 52' 30""","77° 24' 30""",17108,136906
1,India,2,Andhra Pradesh,Thatipudi,"18° 10' 19""","83° 11' 40""",,88040
1,India,2,Andhra Pradesh,Chennaraya Swami Gudi Project,"13° 51' 48""","78° 10' 50""",1057,4477
1,India,2,Andhra Pradesh,Kotipally Vagu Project,"17° 21' 03""","77° 45' 0""",,36924
1,India,2,Andhra Pradesh,Pampa Reservoir,"17° 33' 00""","82° 19' 00""",4721,15787
1,India,2,Andhra Pradesh,Kinnerasani Project,"17° 41' 0""","80° 40' 0""",26227,2077441
1,India,2,Andhra Pradesh,Nagurur,"15° 30' 12""","77° 17' 30""",32.58,1140
1,India,2,Andhra Pradesh,"Pedda cheru, Ameenpur","17° 31' 20""","78° 20' 00""",,1432
1,India,2,Andhra Pradesh,Pedderu Reservoir Project,"15°49'41.252519999997475""","78°2'14.205120000001443""",200,14980
1,India,2,Andhra Pradesh,Bahuda Reservoir Project,"13° 32' 00""","78° 38' 00""",200,10100
1,India,2,Andhra Pradesh,Bethampudi Tank,"17° 13' 0""","80° 52' 00""",,4792
1,India,2,Andhra Pradesh,Nagarjuna Sagar Project,"16° 36' 8""","79° 18' 0""",284900,5733312
1,India,2,Andhra Pradesh,Vyasasamudram tank,"13° 43' 30""","78° 08' 21""",5400,6580
1,India,2,Andhra Pradesh,Bukkapatnam Tank,"14° 11' 20""","77° 47' 20""",10889,15319
1,India,2,Andhra Pradesh,C.K.Reservoir,"43°49'0.0012000000089074092""","18°34'9.998400000002619""",,4813
1,India,2,Andhra Pradesh,Dngaon Project,"19° 38' 08""","78° 18' 58""",,3121
1,India,2,Andhra Pradesh,Muraripalli Tank,"16° 43' 08""","79° 20' 45""",,6597
1,India,2,Andhra Pradesh,"Pedda cheruvu tank, Nagasamudram","14° 18' 28""","77° 39' 07""",2810,4066
1,India,2,Andhra Pradesh,Rangasamudram Tank,"13° 42' 00""","78° 18' 45""",2702,3689
1,India,2,Andhra Pradesh,Varaha,"17° 48' 30""","80° 40' 30""",2330,12214
1,India,2,Andhra Pradesh,Gotta Barrage ( Vamsadhara Project ),"18° 12' 0""","83° 58' 0""",2770,17
1,India,2,Andhra Pradesh,Kalyani dam,"13° 19' 11""","79° 16' 20""",22550,24830
1,India,2,Andhra Pradesh,Kaleti Vagu Reservoir,"14° 44' 06""","78° 27' 26""",1900,6400
1,India,2,Andhra Pradesh,Mehadrigedda,"17° 45' 54""","83° 11' 27""",10813,29538
1,India,2,Andhra Pradesh,Sriram Sagar Project (SRSP),"18° 58' 00""","78° 20' 00""",450820,2322000
1,India,2,Andhra Pradesh,Thandava,"18° 45' 50""","82° 05' 20""",18650,124690
1,India,2,Andhra Pradesh,Vottigedda Reservoir,"18° 50' 55""","83° 36' 15""",4405,25165
1,India,2,Andhra Pradesh,Forbay Lower Sileru ( S.H.E.S),"17° 49' 0""","81° 38' 0""",1370,
1,India,2,Andhra Pradesh,Peddabommalapura m Reservoir,"16° 30' 12""","79° 08' 42""",,3763
1,India,2,Andhra Pradesh,Pittakayagulla,"15° 23' 45""","79° 18' 50""",,3003
1,India,2,Andhra Pradesh,Swarna Project,"19° 14' 00""","78° 12' 00""",10355,35857
1,India,2,Andhra Pradesh,Gajuladinne Project,"15° 41' 48""","77° 37' 20""",31988,121196
1,India,2,Andhra Pradesh,Sadasivakona,"13° 35' 56""","79° 36' 56""",,
1,India,2,Andhra Pradesh,Pedderu,"13° 52' 38""","78° 22' 11""",1999,14974
1,India,2,Andhra Pradesh,Saddikutimadugu Reservoir,"13° 26' 25""","79° 50' 39""",809.72,1634
1,India,2,Andhra Pradesh,Gandipalem Project,"14° 50' 0""","79° 18' 0""",9460,49452
1,India,2,Andhra Pradesh,Jalakanur Tank,"15° 43' 13""","78° 18' 15""",90650,3279
1,India,2,Andhra Pradesh,Konam Reservoir,"18° 52' 00""","82° 52' 00""",3267,22870
1,India,2,Andhra Pradesh,Krishnapuram Tank,"13° 22' 16""","79° 48' 22""",900,4244
1,India,2,Andhra Pradesh,Pedda Vagu,"17° 25' 31""","81° 9' 40""",3979,11712
1,India,2,Andhra Pradesh,Raiwada Reservoir,"18° 0' 30""","82° 59' 0""",,
1,India,2,Andhra Pradesh,Itugulapadu Tank,"14° 56' 50""","78° 53' 15""",864,1960
1,India,2,Andhra Pradesh,"New Tank, Munnuru, Somaram","17° 20' 39""","77° 50' 10""",195,1120
1,India,2,Andhra Pradesh,"Tank a/c Kothulavagu, Bogamdanigandi,","17° 23' 44""","81° 01' 14""",3640,1700
1,India,2,Andhra Pradesh,Thadukuvagu Reservoir,"15° 07' 55""","78° 52' 07""",1510,1700
1,India,2,Andhra Pradesh,Donkarai ( S.H.E.S),18° 3' 00'',82° 1' 00'',26660,380000
1,India,2,Andhra Pradesh,Mylavaram Reservoir,"14° 51' 00""","78° 20' 00""",41000,265000
1,India,2,Andhra Pradesh,Srisailam Project (N.S.R.S.P),"16° 5' 0""","78° 54' 0""",616420,4250000
1,India,2,Andhra Pradesh,Lower Manair Dam,"18° 24' 0""","79° 8' 0""",81000,380877
1,India,2,Andhra Pradesh,Papavinasanam dam,"13° 43' 00""","79° 21' 40""",760,
