FID,TEHSIL,SUBDIVISIO,DISTRICT,STATE,SID,DID,TID,VILL_CODE,VID,NAME
535, ,TUNI,EAST GODAVARI,ANDHRA PRADESH,28,14,7,0,2.81E+15,Inderavelly
550, ,TALLAREVU,EAST GODAVARI,ANDHRA PRADESH,28,14,46,0,2.81E+15,Bellampalle
557, ,UPPALAGUPTAM,EAST GODAVARI,ANDHRA PRADESH,28,14,58,0,2.81E+15,Ieej
619, ,I POLAVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,47,0,2.81E+15,Kotapalle
644, ,KADIAM,EAST GODAVARI,ANDHRA PRADESH,28,14,34,0,2.81E+15,Kubeer
650, ,KAJULURU,EAST GODAVARI,ANDHRA PRADESH,28,14,39,0,2.81E+15,Dilawarpur
651, ,KAKINADA,EAST GODAVARI,ANDHRA PRADESH,28,14,29,0,2.81E+15,Tiryani
680, ,KAPILESWARAPURAM,EAST GODAVARI,ANDHRA PRADESH,28,14,44,0,2.81E+15,Dandepalle
724, ,KIRLAMPUDI,EAST GODAVARI,ANDHRA PRADESH,28,14,15,0,2.81E+15,Asifabad
748, ,SAKHINETIPALLE,EAST GODAVARI,ANDHRA PRADESH,28,14,55,0,2.81E+15,Bheemadevarpalle
758, ,MALIKIPURAM,EAST GODAVARI,ANDHRA PRADESH,28,14,54,0,2.81E+15,Kamalapur
775, ,PEDDA GANNAVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,50,0,2.81E+15,Mancherial
780, ,KORUKONDA,EAST GODAVARI,ANDHRA PRADESH,28,14,21,0,2.81E+15,Neradigonda
783, ,KOTANANDURU,EAST GODAVARI,ANDHRA PRADESH,28,14,6,0,2.81E+15,Gudihathnoor
790, ,KOTTAPALLE,EAST GODAVARI,ANDHRA PRADESH,28,14,28,0,2.81E+15,Tandur
861, ,MAMIDIKUDURU,EAST GODAVARI,ANDHRA PRADESH,28,14,52,0,2.81E+15,Chennur
866, ,MANDAPETA,EAST GODAVARI,ANDHRA PRADESH,28,14,36,0,2.81E+15,Tanoor
889, ,MAREDUMILLI,EAST GODAVARI,ANDHRA PRADESH,28,14,1,0,2.81E+15,Tamsi
900, ,MUMMIDIVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,48,0,2.81E+15,Mandamarri
910, ,PEDDAPURAM,EAST GODAVARI,ANDHRA PRADESH,28,14,19,0,2.81E+15,Bazarhathnoor
938, ,SEETHANAGARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,12,0,2.81E+15,Kouthala
1004, ,SAMALKOT,EAST GODAVARI,ANDHRA PRADESH,28,14,26,0,2.81E+15,Vemanpalle
1025, ,PAMARRU,EAST GODAVARI,ANDHRA PRADESH,28,14,45,0,2.81E+15,Kasipet
1075, ,PEDDAPUDI,EAST GODAVARI,ANDHRA PRADESH,28,14,31,0,2.81E+15,Kaddam (Peddur)
1093, ,PITHAPURAM,EAST GODAVARI,ANDHRA PRADESH,28,14,27,0,2.81E+15,Nennal
1109, ,PRATTIPADU,EAST GODAVARI,ANDHRA PRADESH,28,14,16,0,2.81E+15,Jainoor
1123, ,RAJAHMUNDRY RURAL,EAST GODAVARI,ANDHRA PRADESH,28,14,23,0,2.81E+15,Rebbana
1124, ,RAJAHMUNDRY URBAN,EAST GODAVARI,ANDHRA PRADESH,28,14,22,0,2.81E+15,Sirpur
1127, ,RAJANAGARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,24,0,2.81E+15,Bhimini
1129, ,RAJAVOMMANGI,EAST GODAVARI,ANDHRA PRADESH,28,14,5,0,2.81E+15,Talamadugu
1136, ,RAMACHANDRAPURAM,EAST GODAVARI,ANDHRA PRADESH,28,14,40,0,2.81E+15,Nirmal
1146, ,RAMPA CHODAVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,11,0,2.81E+15,Sirpur (T)
1148, ,RANGAMPETA,EAST GODAVARI,ANDHRA PRADESH,28,14,25,0,2.81E+15,Dahegaon
1179, ,SHANKHAVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14,8,0,2.81E+15,Narnoor
1219, ,TONDANGI,EAST GODAVARI,ANDHRA PRADESH,28,14,17,0,2.81E+15,Utnoor
1335, ,YARLAGADDARAMAVARAM,EAST GODAVARI,ANDHRA PRADESH,28,14, , , , 
38, ,BELLAMKONDA,GUNTUR,ANDHRA PRADESH,28,17,10,0,2.82E+15,Wankdi
105, ,ACHCHAMPETA,GUNTUR,ANDHRA PRADESH,28,17,11,0,2.82E+15,Sirpur (T)
118, ,AMARAVATI,GUNTUR,ANDHRA PRADESH,28,17,13,0,2.82E+15,Bejjur
159, ,AMRUTALURU,GUNTUR,ANDHRA PRADESH,28,17,47,0,2.82E+15,Kotapalle
172, ,BHATTIPROLU,GUNTUR,ANDHRA PRADESH,28,17,50,0,2.82E+15,Mancherial
180, ,DURGI,GUNTUR,ANDHRA PRADESH,28,17,3,0,2.82E+15,Jainad
227, ,TADIKONDA,GUNTUR,ANDHRA PRADESH,28,17,17,0,2.82E+15,Utnoor
241, ,BAPATLA,GUNTUR,ANDHRA PRADESH,28,17,54,0,2.82E+15,Kamalapur
266, ,BOLLAPALLI,GUNTUR,ANDHRA PRADESH,28,17,22,0,2.82E+15,Sirpur
301, ,CHEBROLU,GUNTUR,ANDHRA PRADESH,28,17,40,0,2.82E+15,Nirmal
316, ,CHILAKALURIPET,GUNTUR,ANDHRA PRADESH,28,17,31,0,2.82E+15,Kaddam (Peddur)
317, ,CHILAKALURUPETA,GUNTUR,ANDHRA PRADESH,28,17,31,0,2.82E+15,Kaddam (Peddur)
325, ,CHERUKUPALLI,GUNTUR,ANDHRA PRADESH,28,17,51,0,2.82E+15,Jaipur
326, ,DUGGIRALA,GUNTUR,ANDHRA PRADESH,28,17,37,0,2.82E+15,Mudhole
352, ,CHUNDURU,GUNTUR,ANDHRA PRADESH,28,17,46,0,2.82E+15,Bellampalle
354, ,DACHEPALLI,GUNTUR,ANDHRA PRADESH,28,17,6,0,2.82E+15,Gudihathnoor
435, ,EDLAPADU,GUNTUR,ANDHRA PRADESH,28,17,32,0,2.82E+15,Sarangapur
436, ,EDLAPADU,GUNTUR,ANDHRA PRADESH,28,17,33,0,2.82E+15,Tadwai
437, ,EDLAPADU,GUNTUR,ANDHRA PRADESH,28,17,42,0,2.82E+15,Mamda
468, ,RENTACHINTALA,GUNTUR,ANDHRA PRADESH,28,17,4,0,2.82E+15,Bela
469, ,REPALLE,GUNTUR,ANDHRA PRADESH,28,17,57,0,2.82E+15,Ghattu
475, ,KAREMPUDI,GUNTUR,ANDHRA PRADESH,28,17,7,0,2.82E+15,Inderavelly
479, ,MUPPALLA,GUNTUR,ANDHRA PRADESH,28,17,29,0,2.82E+15,Tiryani
506, ,IPURU,GUNTUR,ANDHRA PRADESH,28,17,26,0,2.82E+15,Vemanpalle
513, ,PONNURU,GUNTUR,ANDHRA PRADESH,28,17,45,0,2.82E+15,Kasipet
517, ,ROMPICHERLA,GUNTUR,ANDHRA PRADESH,28,17,27,0,2.82E+15,Nennal
529, ,TADEPALLE,GUNTUR,ANDHRA PRADESH,28,17,15,0,2.82E+15,Asifabad
533, ,TULLURU,GUNTUR,ANDHRA PRADESH,28,17,14,0,2.82E+15,Kagaznagar
607, ,GUNTUR,GUNTUR,ANDHRA PRADESH,28,17,35,0,2.82E+15,Bhainsa
608, ,GURAJALA,GUNTUR,ANDHRA PRADESH,28,17,5,0,2.82E+15,Talamadugu
652, ,KAKUMANU,GUNTUR,ANDHRA PRADESH,28,17,44,0,2.82E+15,Dandepalle
683, ,KARLAPALEM,GUNTUR,ANDHRA PRADESH,28,17,53,0,2.82E+15,Huzurabad
739, ,KOLLIPARA,GUNTUR,ANDHRA PRADESH,28,17,38,0,2.82E+15,Lokeswaram
740, ,KOLLURU,GUNTUR,ANDHRA PRADESH,28,17,49,0,2.82E+15,Luxettipet
802, ,KROSUR,GUNTUR,ANDHRA PRADESH,28,17,12,0,2.82E+15,Kouthala
839, ,MACHAVARAM,GUNTUR,ANDHRA PRADESH,28,17,9,0,2.82E+15,Kerameri
840, ,MACHAVARAM,GUNTUR,ANDHRA PRADESH,28,17,10,0,2.82E+15,Wankdi
841, ,MACHERLA,GUNTUR,ANDHRA PRADESH,28,17,1,0,2.82E+15,Tamsi
883, ,MANGALAGIRI,GUNTUR,ANDHRA PRADESH,28,17,16,0,2.82E+15,Jainoor
898, ,MEDIKONDURU,GUNTUR,ANDHRA PRADESH,28,17,33,0,2.82E+15,Tadwai
899, ,MEDIKONDURU,GUNTUR,ANDHRA PRADESH,28,17,34,0,2.82E+15,Kubeer
922, ,NADENDLA,GUNTUR,ANDHRA PRADESH,28,17,30,0,2.82E+15,Jannaram
923, ,NADENDLA,GUNTUR,ANDHRA PRADESH,28,17,31,0,2.82E+15,Kaddam (Peddur)
927, ,NAGARAM,GUNTUR,ANDHRA PRADESH,28,17,56,0,2.82E+15,Elkathurthi
963, ,NARASARAOPET,GUNTUR,ANDHRA PRADESH,28,17,28,0,2.82E+15,Tandur
977, ,NEKARIKALLU,GUNTUR,ANDHRA PRADESH,28,17,21,0,2.82E+15,Neradigonda
988, ,NIZAMPATNAM,GUNTUR,ANDHRA PRADESH,28,17,55,0,2.82E+15,Bheemadevarpalle
990, ,NUJENDLA,GUNTUR,ANDHRA PRADESH,28,17,24,0,2.82E+15,Bhimini
1041, ,PEDA KAKANI,GUNTUR,ANDHRA PRADESH,28,17,36,0,2.82E+15,Tanoor
1042, ,PEDA KAKANI,GUNTUR,ANDHRA PRADESH,28,17,39,0,2.82E+15,Dilawarpur
1043, ,PEDAKURAPADU,GUNTUR,ANDHRA PRADESH,28,17,18,0,2.82E+15,Ichoda
1062, ,PEDDA NANDIPADU,GUNTUR,ANDHRA PRADESH,28,17,43,0,2.82E+15,Khanapur
1089, ,PHIRANGIPURAM,GUNTUR,ANDHRA PRADESH,28,17,33,0,2.82E+15,Tadwai
1090, ,PIDUGURALLA,GUNTUR,ANDHRA PRADESH,28,17,8,0,2.82E+15,Narnoor
1095, ,PITTALAVARIPALEM,GUNTUR,ANDHRA PRADESH,28,17,52,0,2.82E+15,Chennur
1131, ,RAJUPALEM,GUNTUR,ANDHRA PRADESH,28,17,16,0,2.82E+15,Jainoor
1132, ,RAJUPALEM,GUNTUR,ANDHRA PRADESH,28,17,19,0,2.82E+15,Bazarhathnoor
1133, ,RAJUPALEM,GUNTUR,ANDHRA PRADESH,28,17,20,0,2.82E+15,Boath
1167, ,SATTANAPALLE,GUNTUR,ANDHRA PRADESH,28,17,19,0,2.82E+15,Bazarhathnoor
1170, ,SAVALYAPURAM,GUNTUR,ANDHRA PRADESH,28,17,25,0,2.82E+15,Dahegaon
1206, ,TENALI,GUNTUR,ANDHRA PRADESH,28,17,39,0,2.82E+15,Dilawarpur
1230, ,VATTICHERUKURU,GUNTUR,ANDHRA PRADESH,28,17,41,0,2.82E+15,Laxmanchanda
1239, ,VELUDURTI,GUNTUR,ANDHRA PRADESH,28,17,2,0,2.82E+15,Adilabad
1277, ,VEMURU,GUNTUR,ANDHRA PRADESH,28,17,48,0,2.82E+15,Mandamarri
1290, ,VINUKONDA,GUNTUR,ANDHRA PRADESH,28,17,23,0,2.82E+15,Rebbana
1332, ,EDLAPADU,GUNTUR,ANDHRA PRADESH,28,17, , , , 
1333, ,HYDERABAD,HYDERABAD,ANDHRA PRADESH,28,5, , , , 
1334, ,SECUNDERABAD,HYDERABAD,ANDHRA PRADESH,28,5, , , , 
42, ,MAIDPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,22,0,2.80E+15,Sirpur
222, ,DHARMARAM,KARIMNAGAR,ANDHRA PRADESH,28,3,18,0,2.80E+15,Ichoda
226, ,TADICHERLA,KARIMNAGAR,ANDHRA PRADESH,28,3,13,0,2.80E+15,Bejjur
243, ,BEJJANKI,KARIMNAGAR,ANDHRA PRADESH,28,3,44,0,2.80E+15,Dandepalle
265, ,BOINPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,36,0,2.80E+15,Tanoor
286, ,KATHKAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,25,0,2.80E+15,Dahegaon
299, ,CHANDURTI,KARIMNAGAR,ANDHRA PRADESH,28,3,26,0,2.80E+15,Vemanpalle
314, ,CHIGURUMAMIDI,KARIMNAGAR,ANDHRA PRADESH,28,3,49,0,2.80E+15,Luxettipet
315, ,CHIGURUMAMIDI,KARIMNAGAR,ANDHRA PRADESH,28,3,55,0,2.80E+15,Bheemadevarpalle
350, ,CHOPPADANDI,KARIMNAGAR,ANDHRA PRADESH,28,3,31,0,2.80E+15,Kaddam (Peddur)
370, ,GAMBHIRAOPET,KARIMNAGAR,ANDHRA PRADESH,28,3,40,0,2.80E+15,Nirmal
386, ,JAGTIAL,KARIMNAGAR,ANDHRA PRADESH,28,3,21,0,2.80E+15,Neradigonda
399, ,SULTANABAD,KARIMNAGAR,ANDHRA PRADESH,28,3,32,0,2.80E+15,Sarangapur
400, ,GOLLAPAALI,KARIMNAGAR,ANDHRA PRADESH,28,3,19,0,2.80E+15,Bazarhathnoor
408, ,DHARMAPURI,KARIMNAGAR,ANDHRA PRADESH,28,3,5,0,2.80E+15,Talamadugu
409, ,DHARMAPURI,KARIMNAGAR,ANDHRA PRADESH,28,3,19,0,2.80E+15,Bazarhathnoor
439, ,ELLANDAKUNDA,KARIMNAGAR,ANDHRA PRADESH,28,3,43,0,2.80E+15,Khanapur
454, ,GANGADHARA,KARIMNAGAR,ANDHRA PRADESH,28,3,29,0,2.80E+15,Tiryani
461, ,METPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,24,0,2.80E+15,Bhimini
519, ,SAIDAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,48,0,2.80E+15,Mandamarri
520, ,SAIDAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,52,0,2.80E+15,Chennur
531, ,TADICHERLA,KARIMNAGAR,ANDHRA PRADESH,28,3,12,0,2.80E+15,Kouthala
580, ,HUSNABAD,KARIMNAGAR,ANDHRA PRADESH,28,3,51,0,2.80E+15,Jaipur
581, ,HUSNABAD,KARIMNAGAR,ANDHRA PRADESH,28,3,53,0,2.80E+15,Huzurabad
583, ,JAMMIKUNTA,KARIMNAGAR,ANDHRA PRADESH,28,3,47,0,2.80E+15,Kotapalle
621, ,IBRAHIMPATNAM,KARIMNAGAR,ANDHRA PRADESH,28,3,1,0,2.80E+15,Tamsi
641, ,JULAPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,17,0,2.80E+15,Utnoor
665, ,KALWASRIRAMPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,15,0,2.80E+15,Asifabad
667, ,KAMALAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,8,0,2.80E+15,Narnoor
668, ,KAMALAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,54,0,2.80E+15,Kamalapur
682, ,KARIMNAGAR,KARIMNAGAR,ANDHRA PRADESH,28,3,35,0,2.80E+15,Bhainsa
687, ,KATARAM,KARIMNAGAR,ANDHRA PRADESH,28,3,10,0,2.80E+15,Wankdi
692, ,KESAVAPATNAM,KARIMNAGAR,ANDHRA PRADESH,28,3,48,0,2.80E+15,Mandamarri
729, ,KODMIAL,KARIMNAGAR,ANDHRA PRADESH,28,3,27,0,2.80E+15,Nennal
734, ,KOHEDA,KARIMNAGAR,ANDHRA PRADESH,28,3,50,0,2.80E+15,Mancherial
742, ,PEGADAPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,28,0,2.80E+15,Tandur
754, ,KONARAOPET,KARIMNAGAR,ANDHRA PRADESH,28,3,38,0,2.80E+15,Lokeswaram
766, ,TIMMAPURAM,KARIMNAGAR,ANDHRA PRADESH,28,3,45,0,2.80E+15,Kasipet
781, ,KORUTLA,KARIMNAGAR,ANDHRA PRADESH,28,3,23,0,2.80E+15,Rebbana
808, ,MUTHARAM,KARIMNAGAR,ANDHRA PRADESH,28,3,14,0,2.80E+15,Kagaznagar
858, ,MALLAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,2,0,2.80E+15,Adilabad
859, ,MALLIAL,KARIMNAGAR,ANDHRA PRADESH,28,3,20,0,2.80E+15,Boath
862, ,MANAKONDUR,KARIMNAGAR,ANDHRA PRADESH,28,3,34,0,2.80E+15,Kubeer
887, ,MANTHANI,KARIMNAGAR,ANDHRA PRADESH,28,3,9,0,2.80E+15,Kerameri
904, ,MUSTABAD,KARIMNAGAR,ANDHRA PRADESH,28,3,41,0,2.80E+15,Laxmanchanda
906, ,MUTHARAM,KARIMNAGAR,ANDHRA PRADESH,28,3,11,0,2.80E+15,Sirpur (T)
907, ,MUTHARAM,KARIMNAGAR,ANDHRA PRADESH,28,3,12,0,2.80E+15,Kouthala
996, ,ODELA,KARIMNAGAR,ANDHRA PRADESH,28,3,33,0,2.80E+15,Tadwai
1007, ,SARANGAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,4,0,2.80E+15,Bela
1050, ,RAMADUGU,KARIMNAGAR,ANDHRA PRADESH,28,3,30,0,2.80E+15,Jannaram
1070, ,PEDDAPALLI,KARIMNAGAR,ANDHRA PRADESH,28,3,16,0,2.80E+15,Jainoor
1121, ,RAIKAL,KARIMNAGAR,ANDHRA PRADESH,28,3,3,0,2.80E+15,Jainad
1145, ,RAMGUNDAM,KARIMNAGAR,ANDHRA PRADESH,28,3,7,0,2.80E+15,Inderavelly
1160, ,SARANGAPUR,KARIMNAGAR,ANDHRA PRADESH,28,3,21,0,2.80E+15,Neradigonda
1185, ,SIRONCHA,KARIMNAGAR,ANDHRA PRADESH,28,3,11,0,2.80E+15,Sirpur (T)
1190, ,SIRSILLA,KARIMNAGAR,ANDHRA PRADESH,28,3,42,0,2.80E+15,Mamda
1233, ,VEENAVANKA,KARIMNAGAR,ANDHRA PRADESH,28,3,46,0,2.80E+15,Bellampalle
1236, ,VELGATUR,KARIMNAGAR,ANDHRA PRADESH,28,3,6,0,2.80E+15,Gudihathnoor
1276, ,VEMULAWADA,KARIMNAGAR,ANDHRA PRADESH,28,3,37,0,2.80E+15,Mudhole
1284, ,VINAVANKA,KARIMNAGAR,ANDHRA PRADESH,28,3,46,0,2.80E+15,Bellampalle
1324, ,YELLAREDDIPET,KARIMNAGAR,ANDHRA PRADESH,28,3,39,0,2.80E+15,Dilawarpur
67, ,BAYYARAM,KHAMMAM,ANDHRA PRADESH,28,10,20,0,2.81E+15,Boath
123, ,ASHWARAOPET,KHAMMAM,ANDHRA PRADESH,28,10,27,0,2.81E+15,Nennal
130, ,BHURGAMPADU,KHAMMAM,ANDHRA PRADESH,28,10,14,0,2.81E+15,Kagaznagar
140, ,KHAMMAM URBAN,KHAMMAM,ANDHRA PRADESH,28,10,35,0,2.81E+15,Bhainsa
202, ,DAMMAPETA,KHAMMAM,ANDHRA PRADESH,28,10,28,0,2.81E+15,Tandur
210, ,ASWAPURAM,KHAMMAM,ANDHRA PRADESH,28,10,6,0,2.81E+15,Gudihathnoor
249, ,BHADRACHALAM,KHAMMAM,ANDHRA PRADESH,28,10,8,0,2.81E+15,Narnoor
270, ,BONAKAL,KHAMMAM,ANDHRA PRADESH,28,10,43,0,2.81E+15,Khanapur
297, ,CHANDRUGONDA,KHAMMAM,ANDHRA PRADESH,28,10,25,0,2.81E+15,Dahegaon
324, ,CHERLA,KHAMMAM,ANDHRA PRADESH,28,10,4,0,2.81E+15,Bela
336, ,JULURUPADU,KHAMMAM,ANDHRA PRADESH,28,10,24,0,2.81E+15,Bhimini
341, ,CHINTHAKANI,KHAMMAM,ANDHRA PRADESH,28,10,38,0,2.81E+15,Lokeswaram
342, ,CHINTUR,KHAMMAM,ANDHRA PRADESH,28,10,10,0,2.81E+15,Wankdi
389, ,KUNAVARAM,KHAMMAM,ANDHRA PRADESH,28,10,9,0,2.81E+15,Kerameri
433, ,DUMMAGUDEM,KHAMMAM,ANDHRA PRADESH,28,10,7,0,2.81E+15,Inderavelly
488, ,MUDIGONDA,KHAMMAM,ANDHRA PRADESH,28,10,36,0,2.81E+15,Tanoor
491, ,MULAKALAPALLI,KHAMMAM,ANDHRA PRADESH,28,10,26,0,2.81E+15,Vemanpalle
566, ,GARLA,KHAMMAM,ANDHRA PRADESH,28,10,21,0,2.81E+15,Neradigonda
584, ,KONIJERLA,KHAMMAM,ANDHRA PRADESH,28,10,39,0,2.81E+15,Dilawarpur
586, ,MADHIRA,KHAMMAM,ANDHRA PRADESH,28,10,44,0,2.81E+15,Dandepalle
603, ,GUNDALA,KHAMMAM,ANDHRA PRADESH,28,10,19,0,2.81E+15,Bazarhathnoor
662, ,KALLURU,KHAMMAM,ANDHRA PRADESH,28,10,41,0,2.81E+15,Laxmanchanda
696, ,KHAMMAM RURAL,KHAMMAM,ANDHRA PRADESH,28,10,34,0,2.81E+15,Kubeer
697, ,KHAMMAM URBAN,KHAMMAM,ANDHRA PRADESH,28,10,34,0,2.81E+15,Kubeer
763, ,NELAKONDAPALLI,KHAMMAM,ANDHRA PRADESH,28,10,37,0,2.81E+15,Mudhole
787, ,KOTHAGUDEM,KHAMMAM,ANDHRA PRADESH,28,10,16,0,2.81E+15,Jainoor
806, ,KUKNURU,KHAMMAM,ANDHRA PRADESH,28,10,13,0,2.81E+15,Bejjur
814, ,VENKATAPURAM,KHAMMAM,ANDHRA PRADESH,28,10,2,0,2.81E+15,Adilabad
824, ,KUSHMANCHI,KHAMMAM,ANDHRA PRADESH,28,10,33,0,2.81E+15,Tadwai
888, ,MANUGUR,KHAMMAM,ANDHRA PRADESH,28,10,5,0,2.81E+15,Talamadugu
943, ,TALLADA,KHAMMAM,ANDHRA PRADESH,28,10,40,0,2.81E+15,Nirmal
1024, ,PALONCHA,KHAMMAM,ANDHRA PRADESH,28,10,15,0,2.81E+15,Asifabad
1085, ,PENUBALLI,KHAMMAM,ANDHRA PRADESH,28,10,30,0,2.81E+15,Jannaram
1092, ,PINAPAKA,KHAMMAM,ANDHRA PRADESH,28,10,3,0,2.81E+15,Jainad
1135, ,RAMACHANDRAPURA,KHAMMAM,ANDHRA PRADESH,28,10,11,0,2.81E+15,Sirpur (T)
1168, ,SATTUPALLI,KHAMMAM,ANDHRA PRADESH,28,10,29,0,2.81E+15,Tiryani
1182, ,SINGARENI,KHAMMAM,ANDHRA PRADESH,28,10,22,0,2.81E+15,Sirpur
1183, ,SINGARENI,KHAMMAM,ANDHRA PRADESH,28,10,23,0,2.81E+15,Rebbana
1204, ,TEKULAPALLE,KHAMMAM,ANDHRA PRADESH,28,10,17,0,2.81E+15,Utnoor
1211, ,THIRUMALAYAPALEM,KHAMMAM,ANDHRA PRADESH,28,10,32,0,2.81E+15,Sarangapur
1245, ,WYRA,KHAMMAM,ANDHRA PRADESH,28,10,42,0,2.81E+15,Mamda
1260, ,YELERUPADU,KHAMMAM,ANDHRA PRADESH,28,10,12,0,2.81E+15,Kouthala
1261, ,YELLANDU,KHAMMAM,ANDHRA PRADESH,28,10,18,0,2.81E+15,Ichoda
1273, ,VEMSURU,KHAMMAM,ANDHRA PRADESH,28,10,46,0,2.81E+15,Bellampalle
1286, ,WAJIDU,KHAMMAM,ANDHRA PRADESH,28,10,1,0,2.81E+15,Tamsi
1305, ,YERRUPALEM,KHAMMAM,ANDHRA PRADESH,28,10,45,0,2.81E+15,Kasipet
1326, ,YENKUR,KHAMMAM,ANDHRA PRADESH,28,10,31,0,2.81E+15,Kaddam (Peddur)
71, ,CHATRAYI,KRISHNA,ANDHRA PRADESH,28,16,12,0,2.82E+15,Kouthala
115, ,AGIRIPALLE,KRISHNA,ANDHRA PRADESH,28,16,16,0,2.82E+15,Jainoor
126, ,CHANDARLAPADU,KRISHNA,ANDHRA PRADESH,28,16,19,0,2.82E+15,Bazarhathnoor
211, ,ATLAPRAGADA KONDURU,KRISHNA,ANDHRA PRADESH,28,16,9,0,2.82E+15,Kerameri
216, ,AVANIGADDA,KRISHNA,ANDHRA PRADESH,28,16,48,0,2.82E+15,Mandamarri
220, ,BAPULAPADU,KRISHNA,ANDHRA PRADESH,28,16,15,0,2.82E+15,Asifabad
239, ,BANTUMMILLI,KRISHNA,ANDHRA PRADESH,28,16,30,0,2.82E+15,Jannaram
294, ,CHALLAPALLE,KRISHNA,ANDHRA PRADESH,28,16,46,0,2.82E+15,Bellampalle
335, ,GUDIVADA,KRISHNA,ANDHRA PRADESH,28,16,32,0,2.82E+15,Sarangapur
371, ,GAMPALAGUDEM,KRISHNA,ANDHRA PRADESH,28,16,7,0,2.82E+15,Inderavelly
445, ,GADDAMANUGU KONDURU,KRISHNA,ANDHRA PRADESH,28,16,17,0,2.82E+15,Utnoor
459, ,GANNAVARAM,KRISHNA,ANDHRA PRADESH,28,16,16,0,2.82E+15,Jainoor
485, ,MOPIDEVI,KRISHNA,ANDHRA PRADESH,28,16,47,0,2.82E+15,Kotapalle
487, ,MOVVA,KRISHNA,ANDHRA PRADESH,28,16,43,0,2.82E+15,Khanapur
489, ,MUDINEPALLE,KRISHNA,ANDHRA PRADESH,28,16,31,0,2.82E+15,Kaddam (Peddur)
498, ,REDDIGUDEM,KRISHNA,ANDHRA PRADESH,28,16,10,0,2.82E+15,Wankdi
547, ,KANKIPADU,KRISHNA,ANDHRA PRADESH,28,16,34,0,2.82E+15,Kubeer
554, ,UNGUTURU,KRISHNA,ANDHRA PRADESH,28,16,24,0,2.82E+15,Bhimini
565, ,GANNAVARAM,KRISHNA,ANDHRA PRADESH,28,16,23,0,2.82E+15,Rebbana
570, ,GHANTASALA,KRISHNA,ANDHRA PRADESH,28,16,44,0,2.82E+15,Dandepalle
594, ,GUDLAVALLERU,KRISHNA,ANDHRA PRADESH,28,16,40,0,2.82E+15,Nirmal
598, ,GUDURU,KRISHNA,ANDHRA PRADESH,28,16,42,0,2.82E+15,Mamda
622, ,IBRAHIMPATNAM,KRISHNA,ANDHRA PRADESH,28,16,20,0,2.82E+15,Boath
628, ,JAGGAYYAPETA,KRISHNA,ANDHRA PRADESH,28,16,1,0,2.82E+15,Tamsi
629, ,JAGGAYYAPETA,KRISHNA,ANDHRA PRADESH,28,16,2,0,2.82E+15,Adilabad
649, ,KAIKALUR,KRISHNA,ANDHRA PRADESH,28,16,27,0,2.82E+15,Nennal
655, ,KALIDINDI,KRISHNA,ANDHRA PRADESH,28,16,28,0,2.82E+15,Tandur
676, ,KANCHIKACHERLA,KRISHNA,ANDHRA PRADESH,28,16,18,0,2.82E+15,Ichoda
712, ,PENUMULURU,KRISHNA,ANDHRA PRADESH,28,16,35,0,2.82E+15,Bhainsa
733, ,KODURU,KRISHNA,ANDHRA PRADESH,28,16,50,0,2.82E+15,Mancherial
803, ,KRUTTIVENNU,KRISHNA,ANDHRA PRADESH,28,16,29,0,2.82E+15,Tiryani
842, ,MACHILIPATNAM,KRISHNA,ANDHRA PRADESH,28,16,45,0,2.82E+15,Kasipet
867, ,MANDAVALLI,KRISHNA,ANDHRA PRADESH,28,16,25,0,2.82E+15,Dahegaon
882, ,MANDAVALLI,KRISHNA,ANDHRA PRADESH,28,16,26,0,2.82E+15,Vemanpalle
905, ,MUSUNURU,KRISHNA,ANDHRA PRADESH,28,16,13,0,2.82E+15,Bejjur
909, ,MYLAVARAM,KRISHNA,ANDHRA PRADESH,28,16,6,0,2.82E+15,Gudihathnoor
930, ,NAGAYALANKA,KRISHNA,ANDHRA PRADESH,28,16,49,0,2.82E+15,Luxettipet
945, ,VATSAVAI,KRISHNA,ANDHRA PRADESH,28,16,1,0,2.82E+15,Tamsi
955, ,NANDIGAMA,KRISHNA,ANDHRA PRADESH,28,16,4,0,2.82E+15,Bela
958, ,NANDIVADA,KRISHNA,ANDHRA PRADESH,28,16,25,0,2.82E+15,Dahegaon
