State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Chandigarh,Chandigarh,2004,103.9,3.4,0,11.3,58.6,89.2,96.1,718,20.3,140,0,2.4,1243.2
Chandigarh,Chandigarh,2005,33.4,45.5,29.8,6.8,6.6,120.6,411.1,236.9,125.5,0,0,0,1016.2
Chandigarh,Chandigarh,2006,23.1,0.6,111.7,0,49.7,66.5,227.7,211.4,36.7,8.8,7.4,8.4,752
Chandigarh,Chandigarh,2007,0,164.7,137.3,6,9.8,180.2,139.6,271.9,53,2.2,0,7.6,972.3
Chandigarh,Chandigarh,2008,13.1,2.2,0,33.2,49.8,376.2,182.6,291,263.2,11.2,2,0,1224.5
Chandigarh,Chandigarh,2009,7,19,19.6,11.6,31.2,37.8,202.2,192.9,326,11.2,14.7,0.7,873.9
Chandigarh,Chandigarh,2010,8.8,16,0,3.7,8.2,166.2,373.4,242.2,340.1,13.6,0.7,41.1,1214
