,LONGITUDE,SITE_TYPE,SITE_SUB_TYPE,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,WLS_DATE,WLS_WTR_LEVEL
"13°13'51"" N","92°57'19"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Durgapur,31-May-15,0.91
"13°13'51"" N","92°57'19"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Durgapur,24-Nov-15,0
"13°15'37"" N","93°0'49"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Keralapuram,31-May-15,1.74
"13°15'37"" N","93°0'49"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Keralapuram,24-Nov-15,2.73
"13°9'55"" N","92°52'53"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Kishorinagar (Parangara),31-May-15,2.27
"13°9'55"" N","92°52'53"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Kishorinagar (Parangara),24-Nov-15,1.87
"13°17'8"" N","93°0'11"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Laxmipur,31-May-15,2.52
"13°17'8"" N","93°0'11"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Laxmipur,24-Nov-15,0.69
"13°18'50"" N","92°56'33"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Milangram,31-May-15,2.17
"13°18'50"" N","92°56'33"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Milangram,24-Nov-15,0.73
"13°10'24"" N","92°55'55"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Nabagram,31-May-15,2.11
"13°10'24"" N","92°55'55"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Nabagram,24-Nov-15,0.5
"13°14'34"" N","93°2'39"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Shibpur,31-May-15,1.85
"13°14'34"" N","93°2'39"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Shibpur,24-Nov-15,0.72
"13°13'51"" N","92°57'19"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Sitanagar NMA,24-Nov-15,1.6
"13°14'27"" N","92°59'26"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Subhasgram,31-May-15,0.62
"13°14'27"" N","92°59'26"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Subhasgram,24-Nov-15,0.03
"12°30'14"" N","92°51'33"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Bakultala,31-May-15,1.44
"12°30'14"" N","92°51'33"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Bakultala,23-Nov-15,0.96
"12°43'45"" N","92°53'5"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Basantipur,31-May-15,1.73
"12°43'45"" N","92°53'5"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Basantipur,24-Nov-15,0.46
"12°37'20"" N","92°52'22"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Betapur,24-Nov-15,0.85
"12°58'56"" N","92°50'44"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Haribeck,31-May-15,1.05
"12°41'57"" N","92°52'54"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Joypur,31-May-15,2.71
"12°41'57"" N","92°52'54"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Joypur,24-Nov-15,0.45
"12°52'36"" N","92°52'52"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mayabunder,31-May-15,0.05
"12°52'36"" N","92°52'52"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mayabunder,24-Nov-15,0
"12°56'4"" N","92°51'36"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mohanpur,31-May-15,2.62
"12°56'4"" N","92°51'36"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mohanpur,24-Nov-15,1
"13°6'36"" N","92°51'0"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mohanpur ATR,24-Nov-15,0.44
"12°31'29"" N","92°58'13"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Nimbutala,31-May-15,1.68
"12°31'29"" N","92°58'13"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Nimbutala,24-Nov-15,0.7
"12°30'30"" N","92°57'38"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Padmanavapuram,31-May-15,4.09
"12°30'30"" N","92°57'38"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Padmanavapuram,24-Nov-15,2.24
"12°31'24"" N","92°54'24"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Parnshala,31-May-15,2.57
"12°31'24"" N","92°54'24"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Parnshala,24-Nov-15,0.7
"12°30'20"" N","92°54'42"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rangat,31-May-15,0.66
"12°30'20"" N","92°54'42"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rangat,24-Nov-15,0.77
"12°49'40"" N","92°51'28"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rest Camp,31-May-15,3.16
"12°49'40"" N","92°51'28"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rest Camp,24-Nov-15,0.39
"12°36'52"" N","92°55'55"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Swadeshnagar,24-Nov-15,1.27
"12°50'23"" N","92°51'14"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Tugapur no 8,31-May-15,1.5
"12°50'23"" N","92°51'14"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Tugapur no 8,24-Nov-15,0.2
"12°52'1"" N","92°52'19"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Webi Debipur,31-May-15,5.47
"12°52'1"" N","92°52'19"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Webi Debipur,24-Nov-15,1.83
"12°10'1"" N","92°45'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Baratang (Nilambur),31-May-15,1.89
"12°10'1"" N","92°45'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Baratang (Nilambur),24-Nov-15,0.27
"12°20'41"" N","92°46'44"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kadamtala,31-May-15,2.39
"12°20'41"" N","92°46'44"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kadamtala,24-Nov-15,0.16
"12°23'43"" N","92°46'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kausalyanagar,31-May-15,3.93
"12°23'43"" N","92°46'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kausalyanagar,24-Nov-15,0
"12°22'5"" N","92°55'12"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island,24-Nov-15,1.26
"12°22'0"" N","92°55'22"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island (Forest Area),24-Nov-15,2.55
"12°21'58"" N","92°55'13"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island Sec School,24-Nov-15,1.58
"12°24'40"" N","92°45'44"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Phooltala Basti,31-May-15,3.61
"12°24'40"" N","92°45'44"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Phooltala Basti,24-Nov-15,0.8
"12°20'9"" N","92°45'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Porlobjig-15,31-May-15,2.07
"12°20'9"" N","92°45'56"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Porlobjig-15,24-Nov-15,1.74
"12°11'13"" N","92°47'30"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,South Creek Sundergarh,31-May-15,1.62
"12°11'13"" N","92°47'30"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,South Creek Sundergarh,24-Nov-15,0.62
"12°27'24"" N","92°46'25"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Tikadera,31-May-15,2.59
"12°27'24"" N","92°46'25"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Tikadera,24-Nov-15,2.33
"12°18'58"" N","92°47'20"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Uttara,31-May-15,1.1
"12°18'58"" N","92°47'20"" E",Dug Well,,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Uttara,24-Nov-15,0.11
"11°42'31"" N","92°39'0"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Annikat,24-Nov-15,1.68
"11°42'20"" N","92°42'57"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Bambooflat,24-Nov-15,0.64
"11°43'20"" N","92°39'39"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Bindraban,24-Nov-15,0.57
"11°40'12"" N","92°41'58"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Dandas Point,31-May-15,6.61
"11°40'12"" N","92°41'58"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Dandas Point,24-Nov-15,4.88
"11°43'2"" N","92°39'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Ferrarganj,31-May-15,3.08
"11°43'2"" N","92°39'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Ferrarganj,24-Nov-15,1.47
"11°42'30"" N","92°37'54"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Hebertabad,31-May-15,2.81
"11°42'30"" N","92°37'54"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Hebertabad,24-Nov-15,0.59
"11°41'53"" N","92°43'38"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Hope Town Marmon Temple,31-May-15,0.21
"11°41'53"" N","92°43'38"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Hope Town Marmon Temple,24-Nov-15,0.13
"11°43'58"" N","92°42'32"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Knoppuram,24-Nov-15,1.25
"11°46'2"" N","92°42'21"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mannar Ghat,31-May-15,2.05
"11°46'2"" N","92°42'21"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mannar Ghat,24-Nov-15,1.81
"11°40'11"" N","92°40'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mithakhari,31-May-15,0.86
"11°40'11"" N","92°40'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mithakhari,24-Nov-15,0
"11°43'17"" N","92°43'59"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mount Harriyat,31-May-15,5.89
"11°43'17"" N","92°43'59"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mount Harriyat,24-Nov-15,2.25
"11°40'16"" N","92°41'55"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Namunagar,31-May-15,2.41
"11°40'16"" N","92°41'55"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Namunagar,24-Nov-15,0.24
"11°38'39"" N","92°39'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Port Mout,31-May-15,0.72
"11°38'39"" N","92°39'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Port Mout,24-Nov-15,1.57
"11°43'48"" N","92°40'48"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Saitankhari,31-May-15,5.05
"11°43'48"" N","92°40'48"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Saitankhari,24-Nov-15,1.03
"11°50'48"" N","92°44'9"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 12 No,31-May-15,0.71
"11°50'48"" N","92°44'9"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 12 No,24-Nov-15,0.08
"11°51'59"" N","92°44'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 15 No,31-May-15,0.8
"11°51'59"" N","92°44'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 15 No,24-Nov-15,0.24
"11°48'44"" N","92°43'3"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 8 No,31-May-15,1.28
"11°48'44"" N","92°43'3"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 8 No,24-Nov-15,0.52
"11°43'25"" N","92°42'46"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Stuwartganj,31-May-15,2.36
"11°43'25"" N","92°42'46"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Stuwartganj,24-Nov-15,0
"11°43'27"" N","92°36'49"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Tirur,31-May-15,1.62
"11°43'27"" N","92°36'49"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Tirur,24-Nov-15,1.6
"11°40'56"" N","92°38'11"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Tushnabad,31-May-15,2.84
"11°44'21"" N","92°42'28"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wimberleyganj,31-May-15,0.42
"11°44'21"" N","92°42'28"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wimberleyganj,24-Nov-15,0
"11°46'53"" N","92°42'34"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wrightmyo,31-May-15,4.47
"11°46'53"" N","92°42'34"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wrightmyo,24-Nov-15,0.39
"11°37'29"" N","92°43'49"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Austinabad Port Blair,24-Nov-15,0.25
"11°32'13"" N","92°43'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Beadnabad Tubewell,24-Nov-15,3.86
"11°49'49"" N","93°1'12"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur I,31-May-15,2.31
"11°49'49"" N","93°1'12"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur I,24-Nov-15,1.51
"11°49'30"" N","93°1'12"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur II,31-May-15,3.38
"11°49'30"" N","93°1'12"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur II,24-Nov-15,2.27
"11°36'40"" N","92°44'33"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brichganj,31-May-15,2.42
"11°36'40"" N","92°44'33"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brichganj,24-Nov-15,1.34
"11°38'8"" N","92°44'7"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brookshabad,31-May-15,0.6
"11°38'8"" N","92°44'7"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brookshabad,24-Nov-15,0.48
"11°31'37"" N","92°43'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Burmanala,31-May-15,2.69
"11°31'37"" N","92°43'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Burmanala,24-Nov-15,1.13
"11°32'27"" N","92°43'30"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Calicut,31-May-15,3.93
"11°30'34"" N","92°42'8"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Chidiyatapur,31-May-15,1.44
"11°30'34"" N","92°42'8"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Chidiyatapur,24-Nov-15,0.33
"11°38'38"" N","92°44'44"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Corbyns cove port blair,23-Nov-15,0.51
"11°32'17"" N","92°43'25"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Culicut Borewell,31-May-15,11.1
"11°32'17"" N","92°43'25"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Culicut Borewell,24-Nov-15,2.66
"11°36'46"" N","92°40'2"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dhannikhari,31-May-15,3.27
"11°36'46"" N","92°40'2"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dhannikhari,24-Nov-15,0
"11°38'3"" N","92°43'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dollyganj Chawk,31-May-15,1.93
"11°38'3"" N","92°43'22"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dollyganj Chawk,24-Nov-15,0.85
"12°1'33"" N","93°0'5"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dolphine Yatri Nivas,31-May-15,3.09
"12°1'33"" N","93°0'5"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dolphine Yatri Nivas,24-Nov-15,1.33
"11°37'5"" N","92°42'38"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Garachamra,31-May-15,0.53
"11°37'5"" N","92°42'38"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Garachamra,24-Nov-15,0.5
"12°0'11"" N","92°59'9"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Govindnagar Vill No I,24-Nov-15,1.14
"11°59'9"" N","92°59'16"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Govindnagar Vill No Iii,24-Nov-15,0.93
"11°34'27"" N","92°39'51"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Gupta Para,31-May-15,2.39
"11°34'27"" N","92°39'51"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Gupta Para,24-Nov-15,2.75
"11°40'4"" N","92°43'27"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Haddo,31-May-15,1.1
"11°35'42"" N","92°38'43"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Hasunatabad,31-May-15,1.9
"11°35'42"" N","92°38'43"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Hasunatabad,24-Nov-15,0.4
"12°1'59"" N","92°58'52"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Havelock Island Jetty,31-May-15,3.28
"12°1'59"" N","92°58'52"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Havelock Island Jetty,24-Nov-15,2.1
"11°39'39"" N","92°43'57"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Junglighat Vip Road,31-May-15,1.16
"11°39'39"" N","92°43'57"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Junglighat Vip Road,24-Nov-15,0.54
"11°58'30"" N","93°0'21"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kalpathar,31-May-15,5.16
"11°58'30"" N","93°0'21"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kalpathar,24-Nov-15,0.75
"11°31'26"" N","92°43'18"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kodiaghat,31-May-15,1.89
"11°31'26"" N","92°43'18"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kodiaghat,24-Nov-15,1.18
"12°0'1"" N","92°58'34"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Krishnanagar,31-May-15,2.23
"12°0'1"" N","92°58'34"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Krishnanagar,24-Nov-15,0.9
"11°38'33"" N","92°43'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Lamba Line,31-May-15,1.06
"11°38'33"" N","92°43'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Lamba Line,24-Nov-15,0.54
"11°49'55"" N","93°1'2"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Laxmanpur,31-May-15,2.83
"11°49'55"" N","93°1'2"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Laxmanpur,24-Nov-15,1.59
"11°40'4"" N","92°44'15"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Light House,31-May-15,1.13
"11°40'4"" N","92°44'15"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Light House,24-Nov-15,0.48
"11°35'51"" N","92°37'58"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Mamyo,31-May-15,2.15
"11°35'51"" N","92°37'58"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Mamyo,24-Nov-15,0.6
"11°34'18"" N","92°39'37"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manglutan,31-May-15,2.01
