,LONGITUDE,SITE_TYPE,SITE_SUB_TYPE,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,WLS_DATE,WLS_WTR_LEVEL
"20°18'3"" N","85°49'51"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-25 Sainik School,10-Nov-15,6.05
"20°19'19"" N","85°47'45"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-26 Gadakana,30-Apr-15,6.9
"20°19'19"" N","85°47'45"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-26 Gadakana,10-Nov-15,5.9
"20°22'8"" N","85°48'32"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-27 Patia,30-Apr-15,2.5
"20°22'8"" N","85°48'32"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-27 Patia,10-Nov-15,1.8
"20°17'55"" N","85°49'4"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-28 Nayapalli (May Fair),30-Apr-15,1.6
"20°17'56"" N","85°49'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-29 Ekamra Villa,30-Apr-15,2.7
"20°17'56"" N","85°49'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-29 Ekamra Villa,10-Nov-15,2.05
"20°17'48"" N","85°49'28"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-30 Jaydev Vihar,30-Apr-15,3.38
"20°17'48"" N","85°49'28"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-30 Jaydev Vihar,10-Nov-15,3
"20°17'16"" N","85°50'13"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-31 Unit-9,30-Apr-15,2.45
"20°17'16"" N","85°50'13"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-31 Unit-9,10-Nov-15,2.35
"20°16'58"" N","85°49'52"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-32 Madhusudan Nagar,10-Nov-15,6.2
"20°16'53"" N","85°49'41"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-33 Unit-4,30-Apr-15,6.6
"20°16'53"" N","85°49'41"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-33 Unit-4,10-Nov-15,5.3
"20°15'51"" N","85°49'4"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-34 Ganga Nagar,30-Apr-15,5.65
"20°15'51"" N","85°49'4"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-34 Ganga Nagar,10-Nov-15,6
"20°15'57"" N","85°49'16"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-35 Unit-6,30-Apr-15,6.45
"20°15'57"" N","85°49'16"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-35 Unit-6,10-Nov-15,5.45
"20°15'37"" N","85°43'31"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-37 OUAT,30-Apr-15,2.9
"20°15'37"" N","85°43'31"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-37 OUAT,10-Nov-15,2.2
"20°15'25"" N","85°49'9"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-38 Bhimpur,30-Apr-15,2.45
"20°15'25"" N","85°49'9"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-38 Bhimpur,10-Nov-15,2.15
"20°14'13"" N","85°49'16"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-39 Bhimatangi,30-Apr-15,8
"20°14'13"" N","85°49'16"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-39 Bhimatangi,10-Nov-15,3.8
"20°13'40"" N","85°48'52"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-40 Kapilaprasad,30-Apr-15,2.4
"20°13'40"" N","85°48'52"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-40 Kapilaprasad,10-Nov-15,1.6
"20°14'16"" N","85°48'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-41 Pokhariput,30-Apr-15,6
"20°14'16"" N","85°48'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-41 Pokhariput,10-Nov-15,5.3
"20°14'15"" N","85°49'11"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-42 Kargil Basti,30-Apr-15,6.5
"20°14'15"" N","85°49'11"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-42 Kargil Basti,10-Nov-15,4.9
"20°15'1"" N","85°48'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-43 Gandamunda,30-Apr-15,6.95
"20°15'1"" N","85°48'24"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-43 Gandamunda,10-Nov-15,6.9
"20°16'2"" N","85°47'59"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-44 Baramunda,30-Apr-15,1.5
"20°16'2"" N","85°47'59"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-44 Baramunda,10-Nov-15,1
"20°16'38"" N","85°45'21"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-45 Delta Square,30-Apr-15,8.1
"20°16'38"" N","85°45'21"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-45 Delta Square,10-Nov-15,7
"20°16'52"" N","85°49'26"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-46 Nuapalli,30-Apr-15,9.1
"20°16'52"" N","85°49'26"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-46 Nuapalli,10-Nov-15,7.45
"20°17'12"" N","85°46'52"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-47 Ghatikia,30-Apr-15,7.45
"20°17'12"" N","85°46'52"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-47 Ghatikia,10-Nov-15,8.25
"20°14'56"" N","85°47'20"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-48 Dumuduma,30-Apr-15,6
"20°14'56"" N","85°47'20"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-48 Dumuduma,10-Nov-15,5.7
"20°12'55"" N","85°42'43"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-50 Janla,30-Apr-15,6.1
"20°12'55"" N","85°42'43"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-50 Janla,10-Nov-15,6.01
"20°16'37"" N","85°45'57"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-51 DAV (Unit-8),30-Apr-15,3.5
"20°16'37"" N","85°45'57"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,B-51 DAV (Unit-8),10-Nov-15,3.85
"20°17'3"" N","85°50'58"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Bhubaneswar-i,30-Apr-15,5.5
"20°17'3"" N","85°50'58"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Bhubaneswar-i,10-Nov-15,5.3
"20°22'5"" N","85°46'0"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Chandaka,30-Apr-15,3.1
"20°22'5"" N","85°46'0"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Chandaka,10-Nov-15,2.7
"20°14'3"" N","85°49'6"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Kapilaprasad,30-Apr-15,7.7
"20°14'3"" N","85°49'6"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Kapilaprasad,10-Nov-15,5.3
"20°15'35"" N","85°47'20"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Khandagiri,30-Apr-15,9
"20°15'35"" N","85°47'20"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Khandagiri,10-Nov-15,9.2
"20°14'3"" N","85°47'48"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Kuha,30-Apr-15,7.5
"20°14'3"" N","85°47'48"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Kuha,10-Nov-15,4.4
"20°16'4"" N","85°41'49"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Menthasala,30-Apr-15,2.4
"20°16'4"" N","85°41'49"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Menthasala,10-Nov-15,2
"20°23'53"" N","85°47'28"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Patia,30-Apr-15,5.1
"20°23'53"" N","85°47'28"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Patia,10-Nov-15,4.6
"20°20'35"" N","85°47'10"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Raghunathpur,30-Apr-15,2.2
"20°20'35"" N","85°47'10"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Raghunathpur,10-Nov-15,1.85
"20°13'31"" N","85°48'49"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Sundarpada,30-Apr-15,4
"20°13'31"" N","85°48'49"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Sundarpada,10-Nov-15,3.9
"20°13'58"" N","85°44'36"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Tamando,30-Apr-15,5.01
"20°13'58"" N","85°44'36"" E",Dug Well,,Orissa,KHORDHA,BHUBANESWAR,BHUBANESWAR,Tamando,10-Nov-15,3.25
"20°10'15"" N","85°16'40"" E",Dug Well,,Orissa,KHORDHA,BOLAGAD,BOLAGAD,Bolagarh,30-Apr-15,10
"20°10'15"" N","85°16'40"" E",Dug Well,,Orissa,KHORDHA,BOLAGAD,BOLAGAD,Bolagarh,10-Nov-15,4.7
"20°11'0"" N","85°23'0"" E",Dug Well,,Orissa,KHORDHA,BOLAGAD,BOLAGAD,Pichkuli,30-Apr-15,7
"20°11'0"" N","85°23'0"" E",Dug Well,,Orissa,KHORDHA,BOLAGAD,BOLAGAD,Pichkuli,10-Nov-15,3.8
"20°8'43"" N","85°44'55"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Budhapada,30-Apr-15,2.8
"20°8'43"" N","85°44'55"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Budhapada,10-Nov-15,2.3
"20°11'58"" N","85°42'1"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Gobindpur,30-Apr-15,3.3
"20°11'58"" N","85°42'1"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Gobindpur,10-Nov-15,1.2
"20°13'0"" N","85°42'58"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Janla,30-Apr-15,8.3
"20°13'0"" N","85°42'58"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Janla,10-Nov-15,6.15
"20°9'50"" N","85°41'55"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Jatni1,30-Apr-15,11.4
"20°9'50"" N","85°41'55"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Jatni1,10-Nov-15,8.2
"20°9'31"" N","85°45'25"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Niranjanpur,30-Apr-15,4.3
"20°9'31"" N","85°45'25"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Niranjanpur,10-Nov-15,3.35
"20°10'22"" N","85°40'32"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Padanpur,30-Apr-15,4.8
"20°10'22"" N","85°40'32"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Padanpur,10-Nov-15,3.6
"20°10'50"" N","85°42'5"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Sandhapur,30-Apr-15,6.9
"20°10'50"" N","85°42'5"" E",Dug Well,,Orissa,KHORDHA,JATANI,JATANI,Sandhapur,10-Nov-15,5.8
"20°12'48"" N","85°32'44"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Jayamangal,30-Apr-15,8.15
"20°12'48"" N","85°32'44"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Jayamangal,10-Nov-15,6.15
"20°10'55"" N","85°37'3"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Khurda ,30-Apr-15,8.4
"20°10'55"" N","85°37'3"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Khurda ,10-Nov-15,4.7
"20°10'32"" N","85°38'18"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Khurda Industrial Area,30-Apr-15,1.3
"20°10'32"" N","85°38'18"" E",Dug Well,,Orissa,KHORDHA,KHORDHA,KHORDHA,Khurda Industrial Area,10-Nov-15,5.9
"19°57'10"" N","85°28'50"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Bhusundapur,30-Apr-15,8.7
"19°57'10"" N","85°28'50"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Bhusundapur,10-Nov-15,5.4
"20°1'54"" N","85°31'18"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Jankia,30-Apr-15,2.6
"20°1'54"" N","85°31'18"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Jankia,10-Nov-15,2.3
"19°59'38"" N","85°32'24"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Nirakarpur,30-Apr-15,7.6
"19°59'38"" N","85°32'24"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Nirakarpur,10-Nov-15,5.1
"19°55'31"" N","85°23'52"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Tangi2,30-Apr-15,12.5
"19°55'31"" N","85°23'52"" E",Dug Well,,Orissa,KHORDHA,TANGI,TANGI,Tangi2,10-Nov-15,8.85
"18°45'30"" N","82°26'18"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Baipariguda,30-Apr-15,7.5
"18°45'30"" N","82°26'18"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Baipariguda,10-Nov-15,4.6
"18°46'28"" N","82°19'31"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Dhaulapur,30-Apr-15,8.8
"18°46'28"" N","82°19'31"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Dhaulapur,10-Nov-15,5.8
"18°45'41"" N","82°28'34"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Doraguda,30-Apr-15,7.25
"18°45'41"" N","82°28'34"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Doraguda,10-Nov-15,5.9
"18°46'1"" N","82°23'16"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Mundaguda,30-Apr-15,7.6
"18°46'1"" N","82°23'16"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Mundaguda,10-Nov-15,4.9
"18°46'22"" N","82°31'40"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Patraput,30-Apr-15,6.4
"18°46'22"" N","82°31'40"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Patraput,10-Nov-15,4.05
"18°45'36"" N","82°15'27"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Ramgiri,30-Apr-15,4.7
"18°46'36"" N","82°15'28"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Ramgiri1,10-Nov-15,0.75
"18°42'24"" N","82°24'20"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Tanginiguda,30-Apr-15,4.1
"18°42'24"" N","82°24'20"" E",Dug Well,,Orissa,KORAPUT,BOIPARIGUDA,BOIPARIGUDA,Tanginiguda,10-Nov-15,2.8
"19°12'4"" N","82°33'34"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Bangalaguda,30-Apr-15,5.1
"19°12'4"" N","82°33'34"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Bangalaguda,10-Nov-15,4
"19°4'21"" N","82°31'31"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Bijapur,30-Apr-15,3.95
"19°4'21"" N","82°31'31"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Bijapur,10-Nov-15,1.25
"19°3'5"" N","82°32'48"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Boriguma,30-Apr-15,8.35
"19°3'5"" N","82°32'48"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Boriguma,10-Nov-15,2.45
"19°9'12"" N","82°34'40"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Jujari,30-Apr-15,2.4
"19°9'12"" N","82°34'40"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Jujari,10-Nov-15,2.3
"19°8'48"" N","82°32'45"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Khaliaguda,30-Apr-15,1.3
"19°8'48"" N","82°32'45"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Khaliaguda,10-Nov-15,1.4
"19°6'32"" N","82°28'26"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Sasanhandi-ii,30-Apr-15,1.2
"19°6'32"" N","82°28'26"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Sasanhandi-ii,10-Nov-15,1.4
"19°4'47"" N","82°35'25"" E",Dug Well,,Orissa,KORAPUT,BORIGUMA,BORIGUMA,Tikaguda,10-Nov-15,2.75
"19°3'3"" N","82°55'40"" E",Dug Well,,Orissa,KORAPUT,DASAMANTAPUR,DASAMANTAPUR,Dasmanthapur,30-Apr-15,3.75
"19°3'3"" N","82°55'40"" E",Dug Well,,Orissa,KORAPUT,DASAMANTAPUR,DASAMANTAPUR,Dasmanthapur,10-Nov-15,2
"18°51'20"" N","82°52'12"" E",Dug Well,,Orissa,KORAPUT,DASAMANTAPUR,DASAMANTAPUR,Podagada,30-Apr-15,5.35
"18°51'20"" N","82°52'12"" E",Dug Well,,Orissa,KORAPUT,DASAMANTAPUR,DASAMANTAPUR,Podagada,10-Nov-15,6.95
"18°58'0"" N","82°33'45"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Ambaguda1,30-Apr-15,5.1
"18°58'0"" N","82°33'45"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Ambaguda1,10-Nov-15,4
"18°51'55"" N","82°31'20"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Anta,30-Apr-15,3.6
"18°51'55"" N","82°31'20"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Anta,10-Nov-15,1.75
"18°49'18"" N","82°30'16"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Balia,30-Apr-15,1.75
"18°49'18"" N","82°30'16"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Balia,10-Nov-15,0.25
"19°1'27"" N","82°25'50"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,C.kusimi-i,30-Apr-15,5.8
"19°1'27"" N","82°25'50"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,C.kusimi-i,10-Nov-15,3.4
"19°1'34"" N","82°26'3"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,C-kusumi-ii,30-Apr-15,4.3
"19°1'34"" N","82°26'3"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,C-kusumi-ii,10-Nov-15,3
"19°0'23"" N","82°34'0"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Jayantigiri,30-Apr-15,4.4
"19°0'23"" N","82°34'0"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Jayantigiri,10-Nov-15,2.9
"18°51'10"" N","82°34'53"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Jeypore1,30-Apr-15,8.55
"18°51'10"" N","82°34'53"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Jeypore1,10-Nov-15,5.5
"18°50'55"" N","82°32'24"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Kantarkhal 1,30-Apr-15,3.4
"18°50'55"" N","82°32'24"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Kantarkhal 1,10-Nov-15,2.35
"18°58'35"" N","82°32'40"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Kenduguda,30-Apr-15,0.7
"18°58'35"" N","82°32'40"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Kenduguda,10-Nov-15,0.7
"18°59'53"" N","82°28'30"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Konga,30-Apr-15,3.1
"18°59'53"" N","82°28'30"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Konga,10-Nov-15,3.3
"18°48'47"" N","82°32'52"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Panasaputbagh,30-Apr-15,1.3
"18°48'47"" N","82°32'52"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Panasaputbagh,10-Nov-15,0.8
"18°54'0"" N","82°34'11"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Umeri1,30-Apr-15,6.55
"18°54'0"" N","82°34'11"" E",Dug Well,,Orissa,KORAPUT,JEYPUR,JEYPUR,Umeri1,10-Nov-15,4.45
"18°49'38"" N","82°38'30"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Deoghati,30-Apr-15,6.15
"18°49'38"" N","82°38'30"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Deoghati,10-Nov-15,4.25
"18°47'2"" N","82°47'2"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Dumuriput,30-Apr-15,9.6
"18°47'2"" N","82°47'2"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Dumuriput,10-Nov-15,7.6
"18°48'43"" N","82°43'18"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Koraput-i,30-Apr-15,10.8
"18°48'43"" N","82°43'18"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Koraput-i,10-Nov-15,7.5
"18°48'41"" N","82°43'18"" E",Dug Well,,Orissa,KORAPUT,KORAPUT,KORAPUT,Koraput-ii,10-Nov-15,3
"19°5'10"" N","82°14'25"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Chandli,30-Apr-15,3.2
"19°5'10"" N","82°14'25"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Chandli,10-Nov-15,0.5
"19°7'27"" N","82°17'24"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Damanahandi,30-Apr-15,1.05
"19°7'27"" N","82°17'24"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Damanahandi,10-Nov-15,1.15
"19°6'1"" N","82°20'25"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Gumur,30-Apr-15,3.35
"19°6'1"" N","82°20'25"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Gumur,10-Nov-15,3.2
"19°8'30"" N","82°16'20"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Kotpad,30-Apr-15,2.4
"19°8'30"" N","82°16'20"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Kotpad,10-Nov-15,0.8
"19°8'46"" N","82°24'1"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Miriguda,30-Apr-15,5.35
"19°8'46"" N","82°24'1"" E",Dug Well,,Orissa,KORAPUT,KOTPAD,KOTPAD,Miriguda,10-Nov-15,3.9
"19°2'24"" N","82°22'13"" E",Dug Well,,Orissa,KORAPUT,KUNDURA,KUNDURA,Bajiguda,30-Apr-15,6.75
"19°2'24"" N","82°22'13"" E",Dug Well,,Orissa,KORAPUT,KUNDURA,KUNDURA,Bajiguda,10-Nov-15,5.45
"19°1'26"" N","82°24'0"" E",Dug Well,,Orissa,KORAPUT,KUNDURA,KUNDURA,Ghatarala,30-Apr-15,1.55
"19°1'26"" N","82°24'0"" E",Dug Well,,Orissa,KORAPUT,KUNDURA,KUNDURA,Ghatarala,10-Nov-15,2.2
"18°55'21"" N","83°0'34"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Kakriguma,30-Apr-15,12
"18°55'21"" N","83°0'34"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Kakriguma,10-Nov-15,11.65
"18°58'5"" N","83°2'17"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Kusumguda,30-Apr-15,7.4
"18°58'5"" N","83°2'17"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Kusumguda,10-Nov-15,6.3
"18°59'54"" N","83°7'35"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Laxmipur1,30-Apr-15,10.15
"18°59'54"" N","83°7'35"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Laxmipur1,10-Nov-15,9.45
"19°8'53"" N","83°12'50"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Mandalguda Colony,30-Apr-15,8.5
"19°8'53"" N","83°12'50"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Mandalguda Colony,10-Nov-15,7.8
"18°55'19"" N","82°57'27"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Panchada,30-Apr-15,8.3
"18°55'19"" N","82°57'27"" E",Dug Well,,Orissa,KORAPUT,LAKSHMIPUR,LAKSHMIPUR,Panchada,10-Nov-15,7.4
