Andhra Pradesh,,,,
1,Daman,911,235,282
2,Diu,473,80,16
Lakshadweep,,,,
1,Agatti,35.4,,
2,Amini,34.1,,
3,Androth,62.3,,
4,Chetlat,13.6,,
5,Kadmat,40.7,,
6,Kalpeni,29.7,,
7,Kiltan,21.7,,
8,Kavaratti,48.4,,
9,Minicoy,64.2,,
Pondicherry,,,,
1,Puducherry,10946,4107.42,
2,Karaikal,6160.55,353.54,5296.18
3,Mahe,245.01,209.44,35.57
4,Yanam,,,
