Country Code,Country,State Code,State,District,Net Groundwater Availability,Projected demand for Domestic and Industrial uses upto 2025,Net Ground Water Availability for Future Irrigation use
1,INDIA,7,CHHATTISGARH,JANJGIR-CHAMPA,,,
1,INDIA,7,CHHATTISGARH,JASHPUR,,,
1,INDIA,7,CHHATTISGARH,KANKER,,,
1,INDIA,7,CHHATTISGARH,KAWARDHA,,,
1,INDIA,7,CHHATTISGARH,KORBA,,,
1,INDIA,7,CHHATTISGARH,KOREA,,,
1,INDIA,7,CHHATTISGARH,MAHASAMUND,,,
1,INDIA,7,CHHATTISGARH,NARAYANPUR,,,
1,INDIA,7,CHHATTISGARH,RAIGARH,,,
1,INDIA,7,CHHATTISGARH,RAIPUR,,,
1,INDIA,7,CHHATTISGARH,RAJNANDGAON,,,
1,INDIA,7,CHHATTISGARH,SURGUJA,,,
1,INDIA,10,DELHI,CENTRAL DELHI,,,
1,INDIA,10,DELHI,EAST DELHI,,,
1,INDIA,10,DELHI,NEW DELHI,,,
1,INDIA,10,DELHI,NORTH DELHI,,,
1,INDIA,10,DELHI,NORTH EAST DELHI,,,
1,INDIA,10,DELHI,NORTH WEST DELHI,,,
1,INDIA,10,DELHI,SOUTH DELHI,,,
1,INDIA,10,DELHI,SOUTH WEST DELHI,,,
1,INDIA,10,DELHI,WEST DELHI,,,
1,INDIA,11,GOA,NORTH GOA,,,
1,INDIA,11,GOA,SOUTH GOA,,,
1,INDIA,12,GUJARAT,AHMEDABAD,,,
1,INDIA,12,GUJARAT,AMRELI,,,
1,INDIA,12,GUJARAT,ANAND,,,
1,INDIA,12,GUJARAT,BANASKANTHA,,,
1,INDIA,12,GUJARAT,BHARUCH,,,
1,INDIA,12,GUJARAT,BHAVNAGAR,,,
1,INDIA,12,GUJARAT,DANGS,,,
1,INDIA,12,GUJARAT,DAHOD,,,
1,INDIA,12,GUJARAT,GANDHINAGAR,,,
1,INDIA,12,GUJARAT,JAMNAGAR,,,
1,INDIA,12,GUJARAT,JUNAGARH,,,
1,INDIA,12,GUJARAT,KACHCHH,,,
1,INDIA,12,GUJARAT,KHERA,,,
1,INDIA,12,GUJARAT,MAHESANA,,,
1,INDIA,12,GUJARAT,NARMADA,,,
1,INDIA,12,GUJARAT,NAVSARI,,,
1,INDIA,12,GUJARAT,PANCHMAHAL,,,
1,INDIA,12,GUJARAT,PATAN,,,
1,INDIA,12,GUJARAT,PORBANDAR,,,
1,INDIA,12,GUJARAT,RAJKOT,,,
1,INDIA,12,GUJARAT,SABAR KANTHA,,,
1,INDIA,12,GUJARAT,SURAT,,,
1,INDIA,12,GUJARAT,SURENDRANAGAR,,,
1,INDIA,12,GUJARAT,TAPI,,,
1,INDIA,12,GUJARAT,VADODARA,,,
1,INDIA,12,GUJARAT,VALSAD,,,
1,INDIA,13,HARYANA,AMBALA,,,
1,INDIA,13,HARYANA,PANCHKULA,,,
1,INDIA,13,HARYANA,FATEHABAD,,,
1,INDIA,13,HARYANA,BHIWANI,,,
1,INDIA,13,HARYANA,HISAR,,,
1,INDIA,13,HARYANA,GURGAON,,,
1,INDIA,13,HARYANA,MEWAT,,,
1,INDIA,13,HARYANA,FARIDABAD,,,
1,INDIA,13,HARYANA,PALWAL,,,
1,INDIA,13,HARYANA,JHAJJAR,,,
1,INDIA,13,HARYANA,JIND,,,
1,INDIA,13,HARYANA,KAITHAL,,,
1,INDIA,13,HARYANA,KARNAL,,,
1,INDIA,13,HARYANA,KURUKSHETRA,,,
1,INDIA,13,HARYANA,MAHENDRAGARH,,,
1,INDIA,13,HARYANA,PANIPAT,,,
1,INDIA,13,HARYANA,REWARI,,,
1,INDIA,13,HARYANA,ROHTAK,,,
1,INDIA,13,HARYANA,SIRSA,,,
1,INDIA,13,HARYANA,SONIPAT,,,
1,INDIA,13,HARYANA,YAMUNANAGAR,,,
1,INDIA,14,HIMACHAL PRADESH,INDAURA VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,NURPUR VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,BALH VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,PAONTA VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,KALA AMB VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,NALAGARH VALLEY,,,
1,INDIA,14,HIMACHAL PRADESH,UNA,,,
1,INDIA,14,HIMACHAL PRADESH,HUM VALLEY,,,
1,INDIA,15,JAMMU AND KASHMIR,JAMMU,,,
1,INDIA,15,JAMMU AND KASHMIR,KATHUA,,,
1,INDIA,15,JAMMU AND KASHMIR,SRINAGAR,,,
