"SiteId","SiteName","Latitude","Longitude","State","Type","District","Block"
"W193331078281201","Vaizapoor 2010PZ","19°33'31"" N","78°28'12"" E","02","Tube Well","ADILABAD","ADILABAD"
"W193816078303001","Mavala DW 2012","19°38'16"" N","78°30'30"" E","02","Dug Well","ADILABAD","ADILABAD"
"W193331078281202","Vaizapoor 2010PZ1","19°33'31"" N","78°28'12"" E","02","Bore Well","ADILABAD","ADILABAD"
"W192200079170001","Asifabad","19°22'0"" N","79°17'0"" E","02","Dug Well","ADILABAD","ASIFABAD"
"W192017079200401","Burugudem","19°20'17"" N","79°20'4"" E","02","Dug Well","ADILABAD","ASIFABAD"
"W192500078260001","Echoda-PZ","19°25'0"" N","78°26'0"" E","02","Bore Well","ADILABAD","BAZARHATNOOR"
"W192500078270001","Echoda","19°25'0"" N","78°27'0"" E","02","Dug Well","ADILABAD","BAZARHATNOOR"
"W194400078460001","Bela-PZ","19°44'0"" N","78°46'0"" E","02","Bore Well","ADILABAD","BELA"
"W194300078460002","Bela1","19°43'0"" N","78°46'0"" E","02","Dug Well","ADILABAD","BELA"
"W190307079290601","Bellampalli-DW-2012","19°3'7"" N","79°29'6"" E","02","Dug Well","ADILABAD","BELLAMPALLI"
"W190335077555001","Elegaon 2010Pz","19°3'35"" N","77°55'50"" E","02","Bore Well","ADILABAD","BHAINSA"
"W191235079354101","Bhimini-PZ 2","19°12'35"" N","79°35'41"" E","02","Tube Well","ADILABAD","BHIMINI"
"W190845079400001","Rampuram","19°8'45"" N","79°40'0"" E","02","Dug Well","ADILABAD","BHIMINI"
"W191235079354501","Bhimini -PZ 1","19°12'35"" N","79°35'45"" E","02","Tube Well","ADILABAD","BHIMINI"
"W192100078200001","Boath-PZ","19°21'0"" N","78°20'0"" E","02","Bore Well","ADILABAD","BOATH"
"W192900079190001","Wakri","19°29'0"" N","79°19'0"" E","02","Dug Well","ADILABAD","CHITTIAL"
"W190100079080001","Dandepalli-PZ","19°1'0"" N","79°8'0"" E","02","Bore Well","ADILABAD","DANDEPALLI"
"W185730078102001","Dandepalli 2010Pz1","18°57'30"" N","78°10'20"" E","02","Tube Well","ADILABAD","DANDEPALLI"
"W190500078140001","Gundampalli-PZ","19°5'0"" N","78°14'0"" E","02","Bore Well","ADILABAD","DILWARPUR"
"W193500078300001","Sitagondi","19°35'0"" N","78°30'0"" E","02","Dug Well","ADILABAD","GUDIHATNOOR"
"W193200078310001","Gudihathur","19°32'0"" N","78°31'0"" E","02","Dug Well","ADILABAD","GUDIHATNOOR"
"W192900078400001","Indravalli-PZ","19°29'0"" N","78°40'0"" E","02","Bore Well","ADILABAD","INDRAVELLI"
"W193045078350701","Danora-B","19°30'45"" N","78°35'7"" E","02","Dug Well","ADILABAD","INDRAVELLI"
"W194400078384501","Jainath","19°44'0"" N","78°38'45"" E","02","Dug Well","ADILABAD","JAINAD"
"W192250078531501","Jainoor","19°22'50"" N","78°53'15"" E","02","Dug Well","ADILABAD","JAINOOR"
"W192200078540001","Jainoor-PZ","19°22'0"" N","78°54'0"" E","02","Bore Well","ADILABAD","JAINOOR"
"W185010079402001","Bhimavaram1","18°50'10"" N","79°40'20"" E","02","Dug Well","ADILABAD","JAIPUR"
"W185048079351201","Jaipuram DW 2012","18°50'48"" N","79°35'12"" E","02","Dug Well","ADILABAD","JAIPUR"
"W190600079020001","Jannaram-PZ","19°6'0"" N","79°2'0"" E","02","Bore Well","ADILABAD","JANNARAM"
"W190540079025001","Tapalpur","19°5'40"" N","79°2'50"" E","02","Dug Well","ADILABAD","JANNARAM"
"W190805079054001","Jannaram","19°8'5"" N","79°5'40"" E","02","Dug Well","ADILABAD","JANNARAM"
"W190703078563401","Indanapalle 2010Pz","19°7'3"" N","78°56'34"" E","02","Tube Well","ADILABAD","JANNARAM"
"W190554078465101","Kaddam DW 2012","19°5'54"" N","78°46'51"" E","02","Dug Well","ADILABAD","KADDAM"
"W191233078523501","Udampur-DW14","19°12'33"" N","78°52'35"" E","02","Dug Well","ADILABAD","KADDAM"
"W192129079283801","Kagaznagar DW 2012","19°21'29"" N","79°28'38"" E","02","Dug Well","ADILABAD","KAGAZNAGAR"
"W192603079080201","Pata Danur DW 2012","19°26'3"" N","79°8'2"" E","02","Dug Well","ADILABAD","KERAMERI"
"W191152078383201","Pembi","19°11'52"" N","78°38'32"" E","02","Dug Well","ADILABAD","KHANAPUR"
"W190230078390001","Khanapur","19°2'30"" N","78°39'0"" E","02","Dug Well","ADILABAD","KHANAPUR"
"W190225078393401","Khanapur 2010Pz","19°2'25"" N","78°39'34"" E","02","Tube Well","ADILABAD","KHANAPUR"
"W190937078380401","Mandepalli","19°9'37"" N","78°38'4"" E","02","Dug Well","ADILABAD","KHANAPUR"
"W192456079480001","Hasnapur","19°24'56"" N","79°48'0"" E","02","Dug Well","ADILABAD","KOUTHALA"
"W191345077534501","Palsi","19°13'45"" N","77°53'45"" E","02","Dug Well","ADILABAD","KUBEER"
"W191014077560101","Maligaon","19°10'14"" N","77°56'1"" E","02","Dug Well","ADILABAD","KUBEER"
"W191204077544201","Sonari","19°12'4"" N","77°54'42"" E","02","Dug Well","ADILABAD","KUBEER"
"W190500078070001","Kallur-PZ","19°5'0"" N","78°7'0"" E","02","Bore Well","ADILABAD","KUNTALA"
"W190605078054801","Lolam","19°6'5"" N","78°5'48"" E","02","Dug Well","ADILABAD","KUNTALA"
"W190340078065701","Manmad 2010Pz","19°3'40"" N","78°6'57"" E","02","Tube Well","ADILABAD","LOHESRA"
"W185330079123002","Lakshettipeta-2","18°53'30"" N","79°12'30"" E","02","Dug Well","ADILABAD","LUXETTIPET"
"W185432079115101","Luxettipet DW 2012","18°54'32"" N","79°11'51"" E","02","Dug Well","ADILABAD","LUXETTIPET"
"W190450078304001","Mamada","19°4'50"" N","78°30'40"" E","02","Dug Well","ADILABAD","MAMDA"
"W190110078350001","Potaram","19°1'10"" N","78°35'0"" E","02","Dug Well","ADILABAD","MAMDA"
"W185230079270001","Manchirial","18°52'30"" N","79°27'0"" E","02","Dug Well","ADILABAD","MANCHERIAL"
"W185230079173001","Hajipur","18°52'30"" N","79°17'30"" E","02","Dug Well","ADILABAD","MANCHERIAL"
"W185230079254502","Mancherial -PZ 2","18°52'30"" N","79°25'45"" E","02","Bore Well","ADILABAD","MANCHERIAL"
"W185223079254101","Old Manchirial DW 2012","18°52'23"" N","79°25'41"" E","02","Dug Well","ADILABAD","MANCHERIAL"
"W185812079272801","Medaram","18°58'12"" N","79°27'28"" E","02","Dug Well","ADILABAD","MANDAMARRI"
"W185830077550001","Mudhol-PZ","18°58'30"" N","77°55'0"" E","02","Bore Well","ADILABAD","MUDHOLE"
"W185300077580001","Basar-PZ","18°53'0"" N","77°58'0"" E","02","Bore Well","ADILABAD","MUDHOLE"
"W185825077551001","Mudhol","18°58'25"" N","77°55'10"" E","02","Dug Well","ADILABAD","MUDHOLE"
"W185821077544201","Mudhole-New","18°58'21"" N","77°54'42"" E","02","Dug Well","ADILABAD","MUDHOLE"
"W192000078250002","Neredikonda1","19°20'0"" N","78°25'0"" E","02","Dug Well","ADILABAD","NEREDIGONDA"
"W192030078250001","Boath","19°20'30"" N","78°25'0"" E","02","Dug Well","ADILABAD","NEREDIGONDA"
"W191315078233001","Wankidi","19°13'15"" N","78°23'30"" E","02","Dug Well","ADILABAD","NEREDIGONDA"
"W192107078245601","Kumari 2010Pz","19°21'7"" N","78°24'56"" E","02","Tube Well","ADILABAD","NEREDIGONDA"
"W191953078232301","Tejapur","19°19'53"" N","78°23'23"" E","02","Dug Well","ADILABAD","NEREDIGONDA"
"W190040078231601","Soan 2010Pz1","19°0'40"" N","78°23'16"" E","02","Tube Well","ADILABAD","NIRMAL"
"W190514078201001","Nirmal DW 2012","19°5'14"" N","78°20'10"" E","02","Dug Well","ADILABAD","NIRMAL"
"W190516078240401","Ratnapur Kandili","19°5'16"" N","78°24'4"" E","02","Dug Well","ADILABAD","NIRMAL"
"W190040078231603","Soan 2010Pz3","19°0'40"" N","78°23'16"" E","02","Bore Well","ADILABAD","NIRMAL"
"W191500079250002","Rebna1","19°15'0"" N","79°25'0"" E","02","Dug Well","ADILABAD","REBBANA"
"W191327078133701","Kautla 2010Pz","19°13'27"" N","78°13'37"" E","02","Tube Well","ADILABAD","SARANGAPUR"
"W191300078160001","Sarangapur-PZ","19°13'0"" N","78°16'0"" E","02","Bore Well","ADILABAD","SARANGAPUR"
"W190830078202201","Chincholi Bk-DW13","19°8'30"" N","78°20'22"" E","02","Dug Well","ADILABAD","SARANGAPUR"
"W192830079343001","Sirpur","19°28'30"" N","79°34'30"" E","02","Dug Well","ADILABAD","SIRPUR"
"W190930079270001","Tandur","19°9'30"" N","79°27'0"" E","02","Dug Well","ADILABAD","TANDUR"
"W192500078460001","Utnoor","19°25'0"" N","78°46'0"" E","02","Dug Well","ADILABAD","UTNOOR"
"W192030078452001","Dantalapally","19°20'30"" N","78°45'20"" E","02","Dug Well","ADILABAD","UTNOOR"
"W192204078465801","Utnoor 2010Pz1","19°22'4"" N","78°46'58"" E","02","Bore Well","ADILABAD","UTNOOR"
"W192521078442201","Syampur","19°25'21"" N","78°44'22"" E","02","Dug Well","ADILABAD","UTNOOR"
"W190530079504501","Kalamadugu","19°5'30"" N","79°50'45"" E","02","Dug Well","ADILABAD","VEMANPALLI"
"W135830077524001","Govinavaripalli","13°58'30"" N","77°52'40"" E","02","Dug Well","ANANTAPUR","AMARAPURAM"
"W135900077460002","Gorantla-PZ","13°59'0"" N","77°46'0"" E","02","Bore Well","ANANTAPUR","AMARAPURAM"
"W140735076584001","Amarapuram-PZ","14°7'35"" N","76°58'40"" E","02","Bore Well","ANANTAPUR","AMARAPURAM"
"W135822077435301","Palasamudram","13°58'22"" N","77°43'53"" E","02","Dug Well","ANANTAPUR","AMARAPURAM"
"W135900077460001","Gorantla","13°59'0"" N","77°46'0"" E","02","Dug Well","ANANTAPUR","AMARAPURAM"
"W144030077363004","Anantapur-PZ","14°40'30"" N","77°36'30"" E","02","Bore Well","ANANTAPUR","ANANTAPUR"
"W143736077415701","Poolakunta 2013DW","14°37'36"" N","77°41'57"" E","02","Dug Well","ANANTAPUR","ANANTAPUR"
"W144018077273001","Waddipalli","14°40'18"" N","77°27'30"" E","02","Dug Well","ANANTAPUR","ATMAKUR"
"W144512077424801","Korrapadu","14°45'12"" N","77°42'48"" E","02","Dug Well","ANANTAPUR","BUKKARAYASAMUDRAM"
"W144130077393001","Rekulakunta-PZ","14°41'30"" N","77°39'30"" E","02","Bore Well","ANANTAPUR","BUKKARAYASAMUDRAM"
"W141616077372001","Chenna Kothapalli-PZ","14°16'16"" N","77°37'20"" E","02","Bore Well","ANANTAPUR","CHENNAKOTHAPALLE"
"W135500077430002","Tumukunta(bh)","13°55'0"" N","77°43'0"" E","02","Bore Well","ANANTAPUR","CHILAMATHURU"
"W142442077431201","Dharmavaram","14°24'42"" N","77°43'12"" E","02","Dug Well","ANANTAPUR","DHARMAVARAM"
"W150700077383502","Gooty-alt","15°7'0"" N","77°38'35"" E","02","Dug Well","ANANTAPUR","GOOTY"
"W150630077373001","Gooty-PZ","15°6'30"" N","77°37'30"" E","02","Bore Well","ANANTAPUR","GOOTY"
"W135800077100001","Budipalli","13°58'0"" N","77°10'0"" E","02","Dug Well","ANANTAPUR","GUDIBANDA"
"W135724077063001","Palaram 2013DW","13°57'24"" N","77°6'30"" E","02","Dug Well","ANANTAPUR","GUDIBANDA"
"W135830077463001","Gorantla-DW13","13°58'30"" N","77°46'30"" E","02","Dug Well","ANANTAPUR","GUDIBANDA"
"W151005077223503","Guntakal2","15°10'5"" N","77°22'35"" E","02","Dug Well","ANANTAPUR","GUNTAKAL"
"W151005077223501","Guntakal","15°10'5"" N","77°22'35"" E","02","Dug Well","ANANTAPUR","GUNTAKAL"
"W134200077292001","Chauluru-bh","13°42'0"" N","77°29'20"" E","02","Bore Well","ANANTAPUR","HINDUPUR"
"W141130078095001","Alampur","14°11'30"" N","78°9'50"" E","02","Dug Well","ANANTAPUR","KADIRI"
"W143248077063603","Kalyandurg-alt","14°32'48"" N","77°6'36"" E","02","Dug Well","ANANTAPUR","KALYANDURG"
"W144845077040001","Kanekallu-DW14","14°48'45"" N","77°4'0"" E","02","Dug Well","ANANTAPUR","KANNEKAL"
"W141000077453001","Mamillakunta","14°10'0"" N","77°45'30"" E","02","Dug Well","ANANTAPUR","KOTHACHERUVU"
"W141800077030001","Kundurpi-DW14","14°18'0"" N","77°3'0"" E","02","Dug Well","ANANTAPUR","KUNDURPI"
"W134800077363001","Kanchisamudram-DW13","13°48'0"" N","77°36'30"" E","02","Dug Well","ANANTAPUR","LEPAKSHI"
"W135730077143001","Madakasira1","13°57'30"" N","77°14'30"" E","02","Dug Well","ANANTAPUR","MADAKASIRA"
"W135635077161501","Madakasira-PZ","13°56'35"" N","77°16'15"" E","02","Bore Well","ANANTAPUR","MADAKASIRA"
"W135500077120001","Nilakanthapuram","13°55'0"" N","77°12'0"" E","02","Dug Well","ANANTAPUR","MADAKASIRA"
"W142025077593501","Mudigubba-PZ","14°20'25"" N","77°59'35"" E","02","Bore Well","ANANTAPUR","MUDIGUBBA"
"W142112078021501","Adivi Brahmanapalli","14°21'12"" N","78°2'15"" E","02","Dug Well","ANANTAPUR","MUDIGUBBA"
"W141612078032701","Malakavemula-rs","14°16'12"" N","78°3'27"" E","02","Dug Well","ANANTAPUR","MUDIGUBBA"
"W142105078000001","Mudigubba","14°21'5"" N","78°0'0"" E","02","Dug Well","ANANTAPUR","MUDIGUBBA"
"W135914078111601","Nallacheruvu 2013DW","13°59'14"" N","78°11'16"" E","02","Dug Well","ANANTAPUR","NALLACHERUVU"
"W141300078000001","Reddipalli","14°13'0"" N","78°0'0"" E","02","Dug Well","ANANTAPUR","NALLAMADA"
"W140600078060001","Muthyalacherevu Poolabhavi-DW14","14°6'0"" N","78°6'0"" E","02","Dug Well","ANANTAPUR","NALLAMADA"
"W140445078212001","D.cheruvu","14°4'45"" N","78°21'20"" E","02","Dug Well","ANANTAPUR","NAMBULIPULAKUNTA"
"W144221077492002","Narpala(sultanpet).1","14°42'21"" N","77°49'20"" E","02","Dug Well","ANANTAPUR","NARPALA"
"W140250078022001","Ingaluru","14°2'50"" N","78°2'20"" E","02","Dug Well","ANANTAPUR","OBULADEVARACHERUVU"
"W140130077593001","O.D.Cheruvu-PZ","14°1'30"" N","77°59'30"" E","02","Bore Well","ANANTAPUR","OBULADEVARACHERUVU"
"W140030078013001","Tangdikunta-DW13","14°0'30"" N","78°1'30"" E","02","Dug Well","ANANTAPUR","OBULADEVARACHERUVU"
"W140420077345401","Penukonda","14°4'20"" N","77°34'54"" E","02","Dug Well","ANANTAPUR","PENUKONDA"
"W140500077352001","Penukonda-PZ","14°5'0"" N","77°35'20"" E","02","Bore Well","ANANTAPUR","PENUKONDA"
"W140350077462801","Pedapalli 2013DW","14°3'50"" N","77°46'28"" E","02","Dug Well","ANANTAPUR","PUTTAPARTI"
"W140930077530001","Kambalaparthi-DW14","14°9'30"" N","77°53'0"" E","02","Dug Well","ANANTAPUR","PUTTAPARTI"
"W144200076510001","Rayadurg-new","14°42'0"" N","76°51'0"" E","02","Dug Well","ANANTAPUR","RAYADURG"
"W144210076512001","Rayadurg-PZ","14°42'10"" N","76°51'20"" E","02","Bore Well","ANANTAPUR","RAYADURG"
"W135300077080001","Kothapalem","13°53'0"" N","77°8'0"" E","02","Dug Well","ANANTAPUR","ROLLA"
"W135030077060002","Rolla1","13°50'30"" N","77°6'0"" E","02","Bore Well","ANANTAPUR","ROLLA"
"W135100077060001","Rolla","13°51'0"" N","77°6'0"" E","02","Dug Well","ANANTAPUR","ROLLA"
"W145430078003001","Tadipatri-PZ","14°54'30"" N","78°0'30"" E","02","Bore Well","ANANTAPUR","TADIPATRI"
"W145030078053602","Bontula Dinne1","14°50'30"" N","78°5'36"" E","02","Dug Well","ANANTAPUR","TADIPATRI"
"W145324077554801","Erraguntapalle 2013DW","14°53'24"" N","77°55'48"" E","02","Dug Well","ANANTAPUR","TADIPATRI"
"W141435078154501","Talapula-PZ","14°14'35"" N","78°15'45"" E","02","Bore Well","ANANTAPUR","TALUPULA"
"W141503078104901","Batrepally 2013DW","14°15'3"" N","78°10'49"" E","02","Dug Well","ANANTAPUR","TALUPULA"
"W135510078115501","Tanakallu-PZ","13°55'10"" N","78°11'55"" E","02","Bore Well","ANANTAPUR","TANAKAL"
"W135515078111502","Tanakal1","13°55'15"" N","78°11'15"" E","02","Dug Well","ANANTAPUR","TANAKAL"
"W145030077150001","Amidala","14°50'30"" N","77°15'0"" E","02","Dug Well","ANANTAPUR","URAVAKONDA"
"W145800077151501","Uravakonda-DW14","14°58'0"" N","77°15'15"" E","02","Dug Well","ANANTAPUR","URAVAKONDA"
"W150030077250001","Vajrakarur","15°0'30"" N","77°25'0"" E","02","Dug Well","ANANTAPUR","VAJRAKARUR"
"W150300077523001","Yadiki-PZ","15°3'0"" N","77°52'30"" E","02","Bore Well","ANANTAPUR","YADIKI"
"W130521078363801","Baireddipalli","13°5'21"" N","78°36'38"" E","02","Dug Well","CHITTOOR","BAIREDDIPALLE"
"W131015078591501","Shankrantipalli","13°10'15"" N","78°59'15"" E","02","Dug Well","CHITTOOR","BANGARUPALEM"
"W134152079511001","B.n.kandriga","13°41'52"" N","79°51'10"" E","02","Dug Well","CHITTOOR","BUCHINAIDU-KANDRIKA"
"W133813079540301","Nilavai-DW13","13°38'13"" N","79°54'3"" E","02","Dug Well","CHITTOOR","BUCHINAIDU-KANDRIKA"
"W133400079140001","Mungilipattu","13°34'0"" N","79°14'0"" E","02","Dug Well","CHITTOOR","CHANDRAGIRI"
"W133800079150001","Rangampeta1","13°38'0"" N","79°15'0"" E","02","Dug Well","CHITTOOR","CHANDRAGIRI"
"W131224079060605","Chittoor-2010","13°12'24"" N","79°6'6"" E","02","Dug Well","CHITTOOR","CHITTOOR"
"W131400079140002","G.nellore1","13°14'0"" N","79°14'0"" E","02","Bore Well","CHITTOOR","GANGADHARA-NELLORE"
"W130324079082001","Panatoor","13°3'24"" N","79°8'20"" E","02","Dug Well","CHITTOOR","GUDIPALA"
"W134855078474501","Kalakoda","13°48'55"" N","78°47'45"" E","02","Dug Well","CHITTOOR","KALAKADA"
"W132723079574901","Ammasi Reddy Kandriga-DW13","13°27'23"" N","79°57'49"" E","02","Dug Well","CHITTOOR","KUPPAM"
"W133200078300001","Arogyavaram","13°32'0"" N","78°30'0"" E","02","Dug Well","CHITTOOR","MADANAPALLE"
"W133311078314501","Basani Khonda-DW14","13°33'11"" N","78°31'45"" E","02","Dug Well","CHITTOOR","MADANAPALLE"
"W132318079473801","Nagalapuram-DW13","13°23'18"" N","79°47'38"" E","02","Dug Well","CHITTOOR","NAGALAPURAM"
"W132212079484801","Baitakodiambedu-DW13","13°22'12"" N","79°48'48"" E","02","Dug Well","CHITTOOR","NAGALAPURAM"
"W131952079372001","Bugga Agraharam-DW14","13°19'52"" N","79°37'20"" E","02","Dug Well","CHITTOOR","NAGARI"
"W132630079350001","Puttur","13°26'30"" N","79°35'0"" E","02","Dug Well","CHITTOOR","NARAYANACVANAM"
"W133015078425501","Chintaparti-1","13°30'15"" N","78°42'55"" E","02","Dug Well","CHITTOOR","NIMMANAPALLE"
"W133100078384801","Nimmapalli","13°31'0"" N","78°38'48"" E","02","Dug Well","CHITTOOR","NIMMANAPALLE"
"W133020078420001","Chintaparti","13°30'20"" N","78°42'0"" E","02","Dug Well","CHITTOOR","NIMMANAPALLE"
"W132430079413001","C.kandriga","13°24'30"" N","79°41'30"" E","02","Dug Well","CHITTOOR","NINDRA"
"W132830079025001","Damalcheruvu","13°28'30"" N","79°2'50"" E","02","Dug Well","CHITTOOR","PAKALA"
"W130800078393001","Duginevaripalli","13°8'0"" N","78°39'30"" E","02","Dug Well","CHITTOOR","PALAMANER"
"W131230078443501","Palamaneru-1","13°12'30"" N","78°44'35"" E","02","Dug Well","CHITTOOR","PALAMANER"
"W131400078370001","Shankarayalpet","13°14'0"" N","78°37'0"" E","02","Dug Well","CHITTOOR","PEDDAPANJANI"
"W132239079455701","Siddirajukandriga-DW13","13°22'39"" N","79°45'57"" E","02","Dug Well","CHITTOOR","PICHATUR"
"W133410079001001","Kallur","13°34'10"" N","79°0'10"" E","02","Dug Well","CHITTOOR","PULICHERLA"
"W133401079005501","Marriguntalagani Palli","13°34'1"" N","79°0'55"" E","02","Dug Well","CHITTOOR","PULICHERLA"
"W132136078343601","Punganur","13°21'36"" N","78°34'36"" E","02","Dug Well","CHITTOOR","PUNGANUR"
"W131806079032402","Kanipakam1","13°18'6"" N","79°3'24"" E","02","Dug Well","CHITTOOR","PUTHALAPATTU"
"W131953079055801","Bandarapalli-DW13","13°19'53"" N","79°5'58"" E","02","Dug Well","CHITTOOR","PUTHALAPATTU"
"W131544079033701","Kanipakam-DW14","13°15'44"" N","79°3'37"" E","02","Dug Well","CHITTOOR","PUTHALAPATTU"
"W131224079060606","Puttur","13°12'24"" N","79°6'6"" E","02","Dug Well","CHITTOOR","PUTTUR"
"W133905079323301","Guntuvaripalli-DW13","13°39'5"" N","79°32'33"" E","02","Dug Well","CHITTOOR","RENIGUNTA"
"W132542079571201","Satyavedu","13°25'42"" N","79°57'12"" E","02","Dug Well","CHITTOOR","SATYAVEDU"
"W132442079554301","Madambedu-DW14","13°24'42"" N","79°55'43"" E","02","Dug Well","CHITTOOR","SATYAVEDU"
"W133200078542001","Battuvaripalli","13°32'0"" N","78°54'20"" E","02","Dug Well","CHITTOOR","SODUM"
"W134039079394201","Isukagunta","13°40'39"" N","79°39'42"" E","02","Dug Well","CHITTOOR","SRIKALAHASTHI"
"W134300079370002","Erpedu1","13°43'0"" N","79°37'0"" E","02","Dug Well","CHITTOOR","SRIKALAHASTHI"
"W134509079421001","Srikalahasthi 2013DW","13°45'9"" N","79°42'10"" E","02","Dug Well","CHITTOOR","SRIKALAHASTHI"
"W131812079171301","Arumakapalli-DW14","13°18'12"" N","79°17'13"" E","02","Dug Well","CHITTOOR","SRIRANGARAJUPURAM"
"W131810079184101","Chinna Tayyuru-DW14","13°18'10"" N","79°18'41"" E","02","Dug Well","CHITTOOR","SRIRANGARAJUPURAM"
"W134700078240001","Kandlamadugu","13°47'0"" N","78°24'0"" E","02","Dug Well","CHITTOOR","THAMBALAPALLE"
"W134520079420501","Srikalahasti","13°45'20"" N","79°42'5"" E","02","Dug Well","CHITTOOR","THOTTAMBEDU"
"W134024079194201","Suritipalli","13°40'24"" N","79°19'42"" E","02","Dug Well","CHITTOOR","TIRUPATI(R)"
"W133825079194201","Tayyuru","13°38'25"" N","79°19'42"" E","02","Dug Well","CHITTOOR","TIRUPATI(R)"
"W134124079211803","Tirumala1","13°41'24"" N","79°21'18"" E","02","Dug Well","CHITTOOR","TIRUPATI(R)"
"W134124079211801","Tirumala","13°41'24"" N","79°21'18"" E","02","Dug Well","CHITTOOR","TIRUPATI(R)"
"W133800079213503","Tirupati(U)","13°38'0"" N","79°21'35"" E","02","Dug Well","CHITTOOR","TIRUPATI(U)"
"W133300079330001","Vadamalpet","13°33'0"" N","79°33'0"" E","02","Dug Well","CHITTOOR","VADAMALPETA"
"W133259079312501","Vadamalpet alt-DW14","13°32'59"" N","79°31'25"" E","02","Dug Well","CHITTOOR","VADAMALPETA"
"W133500079580001","Chinna panduru","13°35'0"" N","79°58'0"" E","02","Dug Well","CHITTOOR","VARADAIAHPALEM"
"W133716078420001","Thurukupalli-DW14","13°37'16"" N","78°42'0"" E","02","Dug Well","CHITTOOR","VAYALPADU"
"W132524079275402","Karvetnagar1","13°25'24"" N","79°27'54"" E","02","Dug Well","CHITTOOR","VEDURUKUPPAM"
"W132010079164501","Puthalapattu","13°20'10"" N","79°16'45"" E","02","Dug Well","CHITTOOR","VEDURUKUPPAM"
"W130100078300001","Venkatagirikota","13°1'0"" N","78°30'0"" E","02","Dug Well","CHITTOOR","VENKATAGIRIKOTA"
"W125730078370001","Nayakaneri","12°57'30"" N","78°37'0"" E","02","Dug Well","CHITTOOR","VENKATAGIRIKOTA"
"W130927079022901","Yadamari-DW13","13°9'27"" N","79°2'29"" E","02","Dug Well","CHITTOOR","YADAMARRI"
"W130642078594001","Muddu Rampuram-DW13","13°6'42"" N","78°59'40"" E","02","Dug Well","CHITTOOR","YADAMARRI"
"W131143079030801","Lakshmiya Kandriga-DW13","13°11'43"" N","79°3'8"" E","02","Dug Well","CHITTOOR","YADAMARRI"
"W134913079350601","Palem-DW14","13°49'13"" N","79°35'6"" E","02","Dug Well","CHITTOOR","YERPEDU"
"W134000079100001","Bhakrapet1","13°40'0"" N","79°10'0"" E","02","Dug Well","CHITTOOR","YERRAVARIPALEM"
"W144900078530003","Vbmatham","14°49'0"" N","78°53'0"" E","02","Dug Well","CUDDAPAH","BRAHMAMGARIMATHAM"
"W145426078552401","Chaudarivaripalli DW13","14°54'26"" N","78°55'24"" E","02","Dug Well","CUDDAPAH","BRAHMAMGARIMATHAM"
"W145428078550701","Chowkpalli DW13","14°54'28"" N","78°55'7"" E","02","Dug Well","CUDDAPAH","BRAHMAMGARIMATHAM"
"W141315078320002","Anjaneya puram","14°13'15"" N","78°32'0"" E","02","Dug Well","CUDDAPAH","CHAKRAYAPETA"
"W144300078420001","Alludupally","14°43'0"" N","78°42'0"" E","02","Dug Well","CUDDAPAH","CHAPAD"
"W144331078422701","Vishwanathpuram DW13","14°43'31"" N","78°42'27"" E","02","Dug Well","CUDDAPAH","CHAPAD"
"W135644078420301","Chinnamandyam","13°56'44"" N","78°42'3"" E","02","Bore Well","CUDDAPAH","CHINNAMANDYAM"
"W142100078480001","Maddimadugu","14°21'0"" N","78°48'0"" E","02","Dug Well","CUDDAPAH","CHINTAKOMMADINNE"
"W141003079201801","Chitvel","14°10'3"" N","79°20'18"" E","02","Dug Well","CUDDAPAH","CHITVEL"
"W141200079183201","Kambalakunta -2","14°12'0"" N","79°18'32"" E","02","Bore Well","CUDDAPAH","CHITVEL"
"W145345078531501","Mallepalle","14°53'45"" N","78°53'15"" E","02","Dug Well","CUDDAPAH","D.KODUR"
"W145500078560002","Mudimala1","14°55'0"" N","78°56'0"" E","02","Dug Well","CUDDAPAH","D.KODUR"
"W145426078371301","Kanagudur-DW14","14°54'26"" N","78°37'13"" E","02","Dug Well","CUDDAPAH","DUVVUR"
"W140000078300002","Galiveedu-alt","14°0'0"" N","78°30'0"" E","02","Dug Well","CUDDAPAH","GALIVEEDU"
"W140600078333001","Nulivedu","14°6'0"" N","78°33'30"" E","02","Dug Well","CUDDAPAH","GALIVEEDU"
"W145040078225601","Jammalamadugu-DW14","14°50'40"" N","78°22'56"" E","02","Dug Well","CUDDAPAH","JAMMALAMADUGU"
"W143515078381301","Chadipirala T-DW14","14°35'15"" N","78°38'13"" E","02","Dug Well","CUDDAPAH","KAMALAPURAM"
"W143850078463001","Pathur DW13","14°38'50"" N","78°46'30"" E","02","Dug Well","CUDDAPAH","KHAZIPET"
"W135731079211101","Koduru-DW13","13°57'31"" N","79°21'11"" E","02","Dug Well","CUDDAPAH","KODUR"
"W144912079020401","Peddulapalli-DW14","14°49'12"" N","79°2'4"" E","02","Dug Well","CUDDAPAH","KODUR"
"W144500078130001","Kondapuram(rs)","14°45'0"" N","78°13'0"" E","02","Dug Well","CUDDAPAH","KONDAPURAM"
"W144353078084701","Donkapalli Satram-DW13","14°43'53"" N","78°8'47"" E","02","Dug Well","CUDDAPAH","KONDAPURAM"
"W141100078430001","Lakkireddipalli","14°11'0"" N","78°43'0"" E","02","Dug Well","CUDDAPAH","LAKKIREDDIPALLE"
"W142950078070001","Diguva lingala","14°29'50"" N","78°7'0"" E","02","Dug Well","CUDDAPAH","LINGALA"
